"SurveyResponseID","AnswerNumber","TechnologyUses"
3602769,127,"Maps"
3602769,129,"General information about a different region"
3603350,133,"Access to resources to assist you to plan"
3602769,130,"Information about amenities/services for the town you were in"
3596929,139,"Weather information"
3603350,134,"Weather information"
3602769,128,"Directions"
3604209,113,"General information about the region you were in"
3596929,140,"Internet access"
3602774,126,"Internet access"
3604209,115,"Internet access"
3602774,127,"Compare prices / find deals"
3604209,117,"Information about amenities/services for the town you were in"
3603350,137,"Information about amenities/services for the town you were in"
3596929,142,"Accommodation in the region you were in"
3604227,97,"Weather information"
3604227,98,"Information about amenities/services for the town you were in"
3603350,138,"Event information"
3596929,143,"Attractions / Activities"
3602776,120,"Attractions / Activities"
3603352,134,"Flights within New Zealand"
3603352,135,"Attractions / Activities"
3596929,144,"Suggested itineraries"
3604209,114,"Maps"
3603350,135,"Maps"
3604244,120,"Attractions / Activities"
3602776,115,"Access to resources to assist you to plan"
3602776,118,"Information about amenities/services for the town you were in"
3602776,119,"Accommodation in the region you were in"
3602783,133,"None of these"
3603352,132,"Information about amenities/services for the town you were in"
3604244,119,"Access to resources to assist you to plan"
3603352,133,"Accommodation in the region you were in"
3596932,130,"Access to resources to assist you to plan"
3596932,131,"Weather information"
3604209,116,"Directions"
3603350,136,"Information about Maori culture / cultural activities"
3596929,141,"Compare prices / find deals"
3602776,116,"Internet access"
3602776,117,"Directions"
3603352,131,"Internet access"
3596932,129,"General information about the region you were in"
3596932,133,"Compare prices / find deals"
3603375,117,"Check/confirm existing travel plans"
3602794,157,"Attractions / Activities"
3602794,158,"Suggested itineraries"
3596932,132,"Maps"
3602794,151,"Maps"
3602794,155,"See ratings by other travellers"
3603375,119,"Maps"
3596932,136,"General information about a different region"
3602794,150,"Weather information"
3596932,137,"See ratings by other travellers"
3602794,152,"Internet access"
3604259,116,"Check/confirm existing travel plans"
3602794,156,"Transport/ travel options around New Zealand"
3602794,153,"Compare prices / find deals"
3603375,121,"Attractions / Activities"
3603375,118,"Weather information"
3602794,154,"Directions"
3596932,134,"Directions"
3603375,120,"Overview of NZ regions"
3604259,118,"Flights within New Zealand"
3596932,140,"Accommodation in a different region"
3596932,141,"Event information"
3604259,117,"Weather information"
3596932,142,"Attractions / Activities"
3602799,129,"Access to resources to assist you to plan"
3596932,135,"Overview of NZ regions"
3596932,143,"Suggested itineraries"
3602799,132,"Flights within New Zealand"
3604275,125,"Maps"
3603379,149,"Access to resources to assist you to plan"
3596963,127,"None of these"
3603379,151,"Maps"
3603379,155,"General information about a different region"
3604275,128,"See ratings by other travellers"
3596932,138,"Information about amenities/services for the town you were in"
3596932,139,"Accommodation in the region you were in"
3602799,130,"Weather information"
3602799,131,"Overview of NZ regions"
3603379,150,"Weather information"
3604275,127,"Overview of NZ regions"
3604275,129,"Attractions / Activities"
3603379,160,"Attractions / Activities"
3602801,140,"Access to resources to assist you to plan"
3603379,158,"Accommodation in a different region"
3603379,148,"General information about the region you were in"
3603379,152,"Internet access"
3604275,126,"Directions"
3603379,153,"Information about Maori culture / cultural activities"
3603379,156,"Information about amenities/services for the town you were in"
3602801,139,"General information about the region you were in"
3603379,157,"Accommodation in the region you were in"
3603379,159,"Transport/ travel options around New Zealand"
3603379,154,"Directions"
3603386,122,"General information about the region you were in"
3602801,147,"Attractions / Activities"
3603393,97,"Check/confirm existing travel plans"
3602801,143,"Internet access"
3603386,125,"Internet access"
3602801,141,"Weather information"
3602801,144,"Directions"
3604294,135,"General information about the region you were in"
3603393,96,"General information about the region you were in"
3603386,123,"Weather information"
3603386,126,"Transport/ travel options around New Zealand"
3602801,146,"Accommodation in the region you were in"
3604294,136,"Weather information"
3603393,99,"Weather information"
3596979,99,"Weather information"
3602808,129,"Weather information"
3602808,130,"Information about amenities/services for the town you were in"
3602801,142,"Maps"
3603386,124,"Maps"
3602801,145,"See ratings by other travellers"
3604294,137,"Maps"
3604294,138,"Accommodation in a different region"
3603393,98,"Access to resources to assist you to plan"
3603393,101,"General information about a different region"
3602810,108,"Weather information"
3604325,104,"Transport/ travel options around New Zealand"
3596981,104,"Maps"
3602810,109,"Maps"
3604326,101,"None of these"
3604327,155,"General information about a different region"
3604327,156,"Attractions / Activities"
3596996,112,"Weather information"
3604327,157,"Suggested itineraries"
3602842,135,"Maps"
3596996,113,"Maps"
3604327,154,"Weather information"
3602842,134,"Weather information"
3596996,114,"Information about amenities/services for the town you were in"
3602842,137,"Attractions / Activities"
3603393,100,"Directions"
3602817,131,"Internet access"
3596996,111,"General information about the region you were in"
3603418,133,"General information about the region you were in"
3602842,133,"General information about the region you were in"
3602842,136,"Compare prices / find deals"
3603418,134,"Internet access"
3603418,137,"Attractions / Activities"
3596996,116,"Event information"
3603418,135,"Directions"
3602844,130,"Information about Maori culture / cultural activities"
3603418,136,"Transport/ travel options around New Zealand"
3596996,115,"Accommodation in the region you were in"
3602844,128,"Weather information"
3596996,117,"Attractions / Activities"
3603420,102,"Directions"
3602849,122,"General information about the region you were in"
3602844,129,"Maps"
3604357,119,"None of these"
3604358,131,"To meet other travellers"
3596997,136,"Directions"
3604358,130,"General information about the region you were in"
3596997,135,"Check/confirm existing travel plans"
3604358,132,"See ratings by other travellers"
3602851,137,"Weather information"
3602851,138,"Maps"
3602851,141,"General information about a different region"
3604358,133,"Flights within New Zealand"
3604359,105,"Maps"
3602851,142,"See ratings by other travellers"
3596999,103,"Weather information"
3602851,143,"Flights within New Zealand"
3602851,139,"Internet access"
3596999,105,"Information about amenities/services for the town you were in"
3602851,140,"Information about Maori culture / cultural activities"
3596999,102,"General information about the region you were in"
3596999,106,"Attractions / Activities"
3602851,144,"Attractions / Activities"
3602851,145,"Suggested itineraries"
3603445,121,"Event information"
3603445,122,"Attractions / Activities"
3604360,118,"Check/confirm existing travel plans"
3604360,123,"Flights within New Zealand"
3604360,124,"Suggested itineraries"
3603445,115,"Weather information"
3604359,107,"Transport/ travel options around New Zealand"
3603445,119,"Accommodation in the region you were in"
3604360,119,"Weather information"
3604360,121,"To meet other travellers"
3602858,144,"Information about amenities/services for the town you were in"
3602858,143,"Check/confirm existing travel plans"
3604361,113,"Event information"
3596999,104,"Maps"
3604359,106,"General information about a different region"
3603445,116,"Maps"
3603445,120,"Accommodation in a different region"
3604360,120,"Maps"
3597015,110,"Maps"
3603454,121,"Check/confirm existing travel plans"
3604361,112,"Access to resources to assist you to plan"
3603445,117,"Internet access"
3603445,118,"Directions"
3604360,122,"Internet access"
3603454,120,"General information about the region you were in"
3603454,122,"Internet access"
3603454,123,"Compare prices / find deals"
3604374,120,"General information about the region you were in"
3604374,124,"Attractions / Activities"
3603454,124,"Attractions / Activities"
3603454,125,"Suggested itineraries"
3604375,124,"Attractions / Activities"
3602860,152,"Event information"
3604374,122,"Compare prices / find deals"
3597029,112,"Check/confirm existing travel plans"
3597029,113,"Attractions / Activities"
3602860,148,"Information about Maori culture / cultural activities"
3604376,123,"Check/confirm existing travel plans"
3604374,121,"Maps"
3602860,151,"Accommodation in a different region"
3604377,139,"Event information"
3602860,149,"Directions"
3603459,139,"Internet access"
3604377,140,"Suggested itineraries"
3604374,123,"Overview of NZ regions"
3603459,140,"Compare prices / find deals"
3604376,125,"Maps"
3604376,126,"Accommodation in a different region"
3602867,137,"Directions"
3597030,118,"Internet access"
