"SurveyResponseID","AnswerNumber","AirlineUsed","AirlineRating"
3625822,145,"British Airways","9"
3611105,136,"Not sure",NA
3617197,141,"Qantas","8"
3611117,134,"Qantas","8"
3612006,131,"Air New Zealand","6"
3610901,165,"JetStar","Poor  1"
3612030,113,"Air New Zealand","Excellent  10"
3610957,135,"Another airline",NA
3619870,139,"Air New Zealand","8"
3610965,124,"JetStar","9"
3610981,137,"Air New Zealand","9"
3618727,161,"Cathay Pacific","8"
3618723,120,"Air New Zealand","9"
3611125,174,"Not sure",NA
3611137,149,"Qantas","8"
3625802,145,"Another airline",NA
3612086,147,"Emirates","Excellent  10"
3611085,129,"Emirates","7"
3617173,136,"Emirates","8"
3612082,137,"Emirates","Excellent  10"
3618799,109,"Air New Zealand","Poor  1"
3611109,127,"Emirates","9"
3618811,123,"Air New Zealand","2"
3617193,133,"Emirates","7"
3611045,136,"JetStar","9"
3618803,116,"Air New Zealand","9"
3611029,121,"Korean Air","Excellent  10"
3625878,135,"Another airline",NA
3618815,168,"Air New Zealand","Excellent  10"
3618847,150,"Another airline",NA
3618795,148,"Japan Airlines","Excellent  10"
3611093,136,"JetStar","9"
3625818,139,"Air New Zealand","9"
3625898,157,"JetStar","5"
3625866,117,"Emirates","9"
3617253,128,"Air New Zealand","8"
3618835,130,"Emirates","Excellent  10"
3617249,132,"Emirates","Excellent  10"
3618895,146,"Emirates","9"
3611065,146,"Another airline",NA
3611177,168,"Singapore Airlines","9"
3617209,160,"Emirates","Excellent  10"
3611165,109,"Air New Zealand","8"
3617229,111,"Emirates","Excellent  10"
3625930,123,"Air New Zealand","8"
3625934,129,"Air New Zealand","7"
3617299,228,"Emirates","Excellent  10"
3612110,120,"Air New Zealand","7"
3625962,142,"Emirates","Excellent  10"
3625922,155,"Air New Zealand","8"
3611129,137,"Not sure",NA
3617253,129,"Virgin/Virgin Blue/Pacific Blue","5"
3618879,121,"Air New Zealand","4"
3625906,148,"Cathay Pacific","8"
3611233,142,"Singapore Airlines","Excellent  10"
3625914,146,"Air New Zealand","Excellent  10"
3618919,122,"JetStar","8"
3617291,159,"Air New Zealand","7"
3618867,108,"Air New Zealand","Excellent  10"
3617277,147,"China Southern","9"
3611181,137,"Air New Zealand","Excellent  10"
3617281,130,"China Southern","8"
3617285,136,"Air New Zealand","6"
3618923,126,"Air New Zealand","7"
3611213,102,"Air New Zealand","8"
3618927,119,"Air New Zealand","8"
3618935,133,"China Southern","8"
3611253,151,"Air New Zealand","Excellent  10"
3625974,158,"Air New Zealand","3"
3617314,133,"Air New Zealand","6"
3611233,141,"Air New Zealand","Excellent  10"
3617265,136,"Emirates","Excellent  10"
3625950,129,"Air New Zealand","Excellent  10"
3617326,127,"Malaysian Airlines","7"
3617303,144,"Air New Zealand","9"
3618959,109,"Qantas","9"
3611277,137,"Qantas","8"
3617322,126,"Singapore Airlines","9"
3617322,125,"Air New Zealand","Excellent  10"
3618955,148,"Air New Zealand","Excellent  10"
3626034,124,"Air New Zealand","9"
3611822,125,"Korean Air","8"
3626130,112,"Korean Air","Excellent  10"
3611313,130,"Not sure",NA
3625954,141,"Air New Zealand","9"
3619018,162,"Qantas","Excellent  10"
3617299,227,"JetStar","Excellent  10"
3625966,193,"Air New Zealand","8"
3617358,144,"Malaysian Airlines","7"
3617245,135,"Emirates","5"
3618935,134,"Another airline",NA
3618986,125,"Emirates","9"
3618947,136,"JetStar","5"
3618907,146,"Qantas","7"
3611201,149,"Qantas","9"
3617334,195,"Singapore Airlines","Excellent  10"
3617382,181,"Air New Zealand","5"
3619074,138,"Air New Zealand","Excellent  10"
3626114,163,"Air New Zealand","Excellent  10"
3626118,117,"Another airline",NA
3617394,143,"Air New Zealand","Excellent  10"
3626146,112,"Another airline",NA
3626154,123,"Air New Zealand","9"
3626006,268,"China Southern","7"
3611269,153,"Air New Zealand","7"
3617330,109,"Air New Zealand","Excellent  10"
3611317,134,"Air New Zealand","Excellent  10"
3611337,101,"Air New Zealand","9"
3626022,130,"Air New Zealand","9"
3611341,120,"Air New Zealand","5"
3617334,194,"Air New Zealand","7"
3617362,119,"Singapore Airlines","Excellent  10"
3617330,110,"Singapore Airlines","Excellent  10"
3626002,126,"Another airline",NA
3617326,128,"Qantas","8"
3617334,196,"Another airline",NA
3626054,172,"Qantas","9"
3618998,142,"Air New Zealand","Excellent  10"
3625978,123,"Emirates","Excellent  10"
3611353,104,"Qantas","8"
3626058,107,"Emirates","9"
3611357,104,"Virgin/Virgin Blue/Pacific Blue","7"
3619122,153,"JetStar","7"
3617418,156,"Air New Zealand","8"
3619070,107,"Emirates","6"
3626218,122,"JetStar","4"
3626158,129,"Emirates","Excellent  10"
3626262,107,"Air New Zealand","7"
3626138,227,"Air New Zealand","8"
3619070,106,"Qantas","7"
3619134,119,"Air New Zealand","8"
3626174,142,"Air New Zealand","Excellent  10"
3625830,145,"Lufthansa","Excellent  10"
3626182,106,"Korean Air","Excellent  10"
3626214,228,"Cathay Pacific","Excellent  10"
3617414,166,"Air New Zealand","8"
3619122,152,"Singapore Airlines","Excellent  10"
3617502,133,"Not sure",NA
3626266,144,"Singapore Airlines","Excellent  10"
3626290,130,"Air Asia X","6"
3626294,142,"China Southern","8"
3617558,180,"Air New Zealand","9"
3619122,155,"Emirates","Excellent  10"
3611505,153,"Malaysian Airlines","5"
3626186,191,"Emirates","Excellent  10"
3611369,126,"Virgin/Virgin Blue/Pacific Blue","7"
3619090,112,"Virgin/Virgin Blue/Pacific Blue","9"
3611465,117,"Air New Zealand","9"
3626086,126,"JetStar","6"
3619130,137,"Emirates","8"
3617398,105,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3611457,152,"Qantas","9"
3619126,123,"Qantas","9"
3626102,215,"Emirates","9"
3611497,131,"Emirates","Excellent  10"
3619164,164,"Emirates","Excellent  10"
3626206,136,"Malaysian Airlines","Poor  1"
3619168,154,"Emirates","6"
3611561,148,"China Southern","8"
3611501,134,"Virgin/Virgin Blue/Pacific Blue","5"
3626234,105,"Air New Zealand","Excellent  10"
3611509,129,"Not sure",NA
3611393,125,"Air New Zealand","9"
3626338,144,"Qantas","8"
3617410,139,"Another airline",NA
3626062,168,"Lufthansa","9"
3626142,118,"Qantas","7"
3617558,181,"Lufthansa","Excellent  10"
3619122,154,"Qantas","7"
3617614,112,"Cathay Pacific","8"
3626166,136,"JetStar","7"
3611501,133,"Air New Zealand","7"
3626314,156,"Air New Zealand","6"
3626341,120,"Another airline",NA
3626357,140,"Air New Zealand","Excellent  10"
3611557,119,"Air New Zealand","9"
3617322,127,"Lufthansa","7"
3626425,143,"Korean Air","Excellent  10"
3611609,122,"Emirates","Excellent  10"
3626437,147,"Emirates","Excellent  10"
3611581,121,"Air New Zealand","Excellent  10"
3619078,105,"Qantas","9"
3611385,126,"Qantas","9"
3619098,111,"Qantas","5"
3619102,136,"Qantas","Excellent  10"
3611473,144,"Not sure",NA
3619134,120,"Qantas","8"
3626242,174,"Emirates","Excellent  10"
3619148,134,"Emirates","5"
3626345,164,"China Southern","7"
3611585,102,"Air New Zealand","7"
3611605,175,"Air New Zealand","Excellent  10"
3611517,119,"Not sure",NA
3619138,161,"Singapore Airlines","8"
3611605,176,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3611577,117,"JetStar","8"
3626413,121,"Air New Zealand","8"
3626373,123,"Another airline",NA
3626441,141,"Air New Zealand","8"
3626381,163,"Air New Zealand","Excellent  10"
3611533,139,"Not sure",NA
3611569,142,"Virgin/Virgin Blue/Pacific Blue","8"
3626393,129,"Air New Zealand","9"
3619228,147,"Virgin/Virgin Blue/Pacific Blue","4"
3626397,112,"Air New Zealand","Excellent  10"
3626449,108,"Qantas","9"
3619248,140,"Singapore Airlines","9"
3626210,119,"Korean Air","5"
3611653,145,"Cathay Pacific","6"
3611641,147,"Air New Zealand","9"
3618043,131,"Qantas","Excellent  10"
3619256,177,"Singapore Airlines","9"
3626529,157,"Air New Zealand","Poor  1"
3626553,156,"Air Asia X","9"
3619276,122,"Air New Zealand","Excellent  10"
3626569,169,"Another airline",NA
3626473,110,"Cathay Pacific","8"
3626457,150,"Air New Zealand","4"
3611669,113,"Air New Zealand","Excellent  10"
3626489,208,"Qantas","7"
3626605,133,"Another airline",NA
3619268,122,"Qantas","Excellent  10"
3626469,164,"China Southern","8"
3619272,115,"Air New Zealand","Excellent  10"
3618047,138,"Cathay Pacific","6"
3626557,166,"JetStar","4"
3619316,129,"Air New Zealand","7"
3617991,118,"Emirates","Excellent  10"
3626453,149,"Emirates","9"
3626501,119,"American Airlines","8"
3611525,132,"Virgin/Virgin Blue/Pacific Blue","8"
3626389,217,"Qantas","8"
3617802,138,"Singapore Airlines","8"
3619224,144,"Singapore Airlines","8"
3619228,146,"Air New Zealand","9"
3611629,102,"JetStar","9"
3617947,147,"Air New Zealand","7"
3619236,129,"Air New Zealand","6"
3626537,169,"Another airline",NA
3618051,123,"Qantas","Excellent  10"
3618059,164,"Air New Zealand","9"
3626417,136,"Qantas","9"
3611669,114,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3611665,111,"Air New Zealand","Excellent  10"
3626521,134,"American Airlines","8"
3611653,144,"Virgin/Virgin Blue/Pacific Blue","8"
3619348,172,"Qantas","Excellent  10"
3619232,147,"Air New Zealand","7"
3626493,122,"Virgin/Virgin Blue/Pacific Blue","6"
3618047,137,"British Airways","8"
3611649,129,"China Southern","8"
3626585,168,"Air New Zealand","Excellent  10"
3626609,123,"China Southern","Excellent  10"
3626593,183,"China Southern","7"
3618047,136,"Qantas","9"
3619280,103,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3626421,129,"Emirates","8"
3619284,121,"Emirates","8"
3611673,115,"Another airline",NA
3626613,138,"Air New Zealand","Excellent  10"
3626625,171,"Air New Zealand","9"
3611741,102,"Another airline",NA
3611729,117,"Qantas","8"
3611681,118,"JetStar","7"
3611745,111,"Virgin/Virgin Blue/Pacific Blue","8"
3618115,169,"JetStar","Poor  1"
3626648,208,"Qantas","Excellent  10"
3611777,111,"Singapore Airlines","8"
3611753,116,"Emirates","9"
3618127,150,"Emirates","Excellent  10"
3611705,129,"Not sure",NA
3611721,145,"Not sure",NA
3611765,137,"Virgin/Virgin Blue/Pacific Blue","6"
3611729,116,"Air New Zealand","8"
3619332,119,"Qantas","9"
3618115,170,"Qantas","7"
3618143,177,"Cathay Pacific","7"
3619348,174,"Another airline",NA
3618059,165,"Lufthansa","9"
3619380,131,"Virgin/Virgin Blue/Pacific Blue","6"
3618146,161,"Cathay Pacific","8"
3618087,154,"Air New Zealand","9"
3619300,134,"Emirates","8"
3619332,118,"American Airlines","6"
3618071,166,"Emirates","8"
3618075,156,"Emirates","6"
3611749,106,"Air New Zealand","9"
3611681,119,"Emirates","Excellent  10"
3626632,174,"Emirates","Excellent  10"
3618135,112,"Air New Zealand","Excellent  10"
3626684,121,"JetStar","6"
3619404,113,"Air New Zealand","4"
3618146,159,"Air New Zealand","9"
3626688,157,"Air New Zealand","5"
3619424,143,"Air New Zealand","9"
3626768,110,"Another airline",NA
3618115,171,"Emirates","8"
3626660,128,"JetStar","5"
3619464,114,"Air New Zealand","9"
3619348,173,"Emirates","Excellent  10"
3626792,135,"Air New Zealand","9"
3626461,141,"Korean Air","9"
3626772,111,"Korean Air","8"
3611713,139,"Not sure",NA
3626700,135,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3619368,115,"Air New Zealand","9"
3618143,178,"Another airline",NA
3611729,118,"Emirates","Excellent  10"
3611781,145,"Air New Zealand","7"
3618162,146,"Emirates","8"
3626664,129,"Emirates","9"
3626748,113,"American Airlines","7"
3619340,127,"Emirates","Excellent  10"
3618146,160,"British Airways","7"
3626760,107,"China Southern","7"
3626756,185,"Emirates","8"
3626828,149,"Emirates","Excellent  10"
3618154,123,"Cathay Pacific","Poor  1"
3619396,103,"Qantas","7"
3619404,114,"Virgin/Virgin Blue/Pacific Blue","3"
3611789,118,"Qantas","7"
3619468,169,"Qantas","8"
3619416,159,"Singapore Airlines","9"
3611781,146,"Virgin/Virgin Blue/Pacific Blue","7"
3618154,122,"Virgin/Virgin Blue/Pacific Blue","9"
3618166,134,"China Southern","8"
3618190,122,"Air New Zealand","Excellent  10"
3619500,143,"JetStar","5"
3626848,131,"Air New Zealand","7"
3611797,116,"Qantas","9"
3611817,123,"Virgin/Virgin Blue/Pacific Blue","8"
3626856,118,"Qantas","9"
3618150,187,"Emirates","Excellent  10"
3618202,181,"Emirates","Excellent  10"
3619528,192,"British Airways","Excellent  10"
3619500,144,"Emirates","6"
3619564,166,"Singapore Airlines","Excellent  10"
3618226,167,"Singapore Airlines","9"
3611833,122,"Not sure",NA
3619536,175,"Cathay Pacific","7"
3619580,135,"Virgin/Virgin Blue/Pacific Blue","6"
3626764,143,"American Airlines","7"
3618131,157,"Qantas","Excellent  10"
3619420,102,"Virgin/Virgin Blue/Pacific Blue","9"
3626832,117,"Singapore Airlines","Excellent  10"
3619488,131,"Air New Zealand","9"
3626836,142,"Air New Zealand","Excellent  10"
3626840,125,"Another airline",NA
3619528,191,"Air New Zealand","8"
3611793,103,"Emirates","Excellent  10"
3619468,170,"Emirates","9"
3619424,144,"Virgin/Virgin Blue/Pacific Blue","9"
3619444,150,"Virgin/Virgin Blue/Pacific Blue","9"
3611817,122,"Air New Zealand","8"
3619468,168,"JetStar","7"
3626889,114,"Air New Zealand","Excellent  10"
3619480,146,"JetStar","7"
3619552,160,"Air New Zealand","7"
3626860,165,"Air New Zealand","7"
3611825,102,"Air New Zealand","5"
3626852,184,"Air New Zealand","Excellent  10"
3619536,173,"Qantas","8"
3618170,128,"Emirates","9"
3611889,130,"Virgin/Virgin Blue/Pacific Blue","7"
3619516,133,"Emirates","8"
3618226,168,"Lufthansa","9"
3618242,184,"Lufthansa","8"
3618202,180,"Qantas","Excellent  10"
3619572,173,"Emirates","Excellent  10"
3619552,161,"Singapore Airlines","9"
3611837,138,"Not sure",NA
3619648,140,"Singapore Airlines","Excellent  10"
3619536,174,"British Airways","8"
3618222,182,"Qantas","Excellent  10"
3611853,165,"Virgin/Virgin Blue/Pacific Blue","5"
3611829,121,"Air New Zealand","7"
3611825,103,"Emirates","8"
3626941,156,"American Airlines","8"
3619592,141,"Qantas","9"
3626977,143,"Qantas","Excellent  10"
3618234,173,"Emirates","7"
3626937,148,"Air New Zealand","9"
3626933,189,"Emirates","9"
3627025,126,"Emirates","Excellent  10"
3626961,153,"Air New Zealand","Excellent  10"
3619624,124,"Air New Zealand","Excellent  10"
3611901,131,"Not sure",NA
3619652,109,"Virgin/Virgin Blue/Pacific Blue","Poor  1"
3611953,137,"Not sure",NA
3627041,157,"Qantas","9"
3618242,183,"Singapore Airlines","Excellent  10"
3619632,176,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3626905,131,"Air New Zealand","8"
3618266,125,"Another airline",NA
3618290,122,"Another airline",NA
3619596,138,"Air New Zealand","Poor  1"
3611909,138,"Air New Zealand","9"
3619672,179,"Air New Zealand","Excellent  10"
3611921,107,"Air New Zealand","Excellent  10"
3618282,115,"Air New Zealand","7"
3627049,171,"Air New Zealand","Excellent  10"
3619688,179,"JetStar","7"
3612005,124,"Air New Zealand","Excellent  10"
3619740,105,"Air New Zealand","8"
3618238,121,"Emirates","7"
3626989,108,"Air New Zealand","9"
3619756,176,"Emirates","Excellent  10"
3618250,144,"Lufthansa","Excellent  10"
3612001,131,"Cathay Pacific","9"
3618274,166,"Another airline",NA
3619672,180,"JetStar","7"
3611981,137,"Air New Zealand","Excellent  10"
3611965,111,"Emirates","8"
3619692,147,"Emirates","Excellent  10"
3611969,136,"Qantas","Excellent  10"
3611993,135,"Qantas","6"
3619700,136,"Singapore Airlines","9"
3619704,164,"Singapore Airlines","Excellent  10"
3619740,106,"JetStar","7"
3618302,109,"Air New Zealand","9"
3627077,101,"Air New Zealand","8"
3618322,112,"Air New Zealand","7"
3612037,133,"Air New Zealand","4"
3618338,141,"Malaysian Airlines","2"
3618374,137,"Malaysian Airlines","9"
3619672,181,"Qantas","Excellent  10"
3618330,117,"Singapore Airlines","Excellent  10"
3627101,102,"Qantas","6"
3627109,110,"Qantas","8"
3612013,144,"Not sure",NA
3627117,134,"Singapore Airlines","Excellent  10"
3618354,231,"Qantas","Excellent  10"
3618250,143,"Air New Zealand","Excellent  10"
3611977,104,"Virgin/Virgin Blue/Pacific Blue","8"
3619648,141,"JetStar","7"
3618262,160,"Another airline",NA
3611933,129,"Air New Zealand","7"
3619576,126,"Emirates","5"
3612041,114,"Emirates","Excellent  10"
3619752,169,"Air New Zealand","9"
3612029,126,"Air New Zealand","Excellent  10"
3611985,141,"Not sure",NA
3619793,155,"Virgin/Virgin Blue/Pacific Blue","8"
3619756,175,"Qantas","8"
3627097,105,"Air New Zealand","7"
3612057,146,"Not sure",NA
3619789,125,"Virgin/Virgin Blue/Pacific Blue","8"
3612073,153,"Not sure",NA
3627125,188,"Singapore Airlines","9"
3619809,166,"Qantas","7"
3627129,108,"Virgin/Virgin Blue/Pacific Blue","7"
3627133,158,"Singapore Airlines","9"
3627105,116,"Air New Zealand","6"
3627141,163,"Virgin/Virgin Blue/Pacific Blue","9"
3619780,163,"Air New Zealand","Excellent  10"
3619780,164,"Another airline",NA
3619793,154,"Air New Zealand","9"
3618334,113,"Air New Zealand","9"
3618382,172,"Air New Zealand","9"
3612025,111,"Korean Air","9"
3612049,143,"Air New Zealand","9"
3627154,153,"China Southern","Excellent  10"
3618426,100,"Cathay Pacific","Excellent  10"
3627158,203,"Singapore Airlines","Excellent  10"
3618386,132,"Air New Zealand","Excellent  10"
3612061,119,"Air New Zealand","6"
3612089,153,"Air New Zealand","Excellent  10"
3619821,123,"Air New Zealand","9"
3619825,149,"Virgin/Virgin Blue/Pacific Blue","5"
3612117,150,"Korean Air","Excellent  10"
3618410,141,"Another airline",NA
3618490,159,"Cathay Pacific","8"
3627166,160,"Air New Zealand","Excellent  10"
3612097,141,"Qantas","Excellent  10"
3619825,148,"Air New Zealand","7"
3617232,155,"Lufthansa","Excellent  10"
3627182,165,"Qantas","8"
3617248,136,"Cathay Pacific","5"
3612113,119,"Air New Zealand","Excellent  10"
3612101,139,"Virgin/Virgin Blue/Pacific Blue","4"
3619813,171,"Emirates","9"
3612105,116,"Air New Zealand","9"
3627174,164,"Virgin/Virgin Blue/Pacific Blue","7"
3627170,137,"Emirates","9"
3619845,122,"Emirates","9"
3617244,167,"Emirates","Excellent  10"
3612109,134,"Virgin/Virgin Blue/Pacific Blue","6"
3612065,108,"Emirates","9"
3619841,190,"Virgin/Virgin Blue/Pacific Blue","8"
3618518,131,"Emirates","8"
3627206,130,"Singapore Airlines","Excellent  10"
3627248,141,"Qantas","Excellent  10"
3627292,149,"Singapore Airlines","9"
3619873,145,"Air New Zealand","Excellent  10"
3617276,204,"China Southern","8"
3618530,103,"Emirates","Excellent  10"
3617333,134,"Cathay Pacific","Excellent  10"
3627228,150,"Virgin/Virgin Blue/Pacific Blue","8"
3627256,138,"Singapore Airlines","8"
3619857,118,"JetStar","9"
3618546,164,"Air New Zealand","Excellent  10"
3617192,139,"Emirates","9"
3617176,146,"China Southern","9"
3617200,125,"Air New Zealand","9"
3617232,154,"Air New Zealand","8"
3619857,120,"Emirates","9"
3617306,265,"Emirates","9"
3617248,135,"Air New Zealand","8"
3625773,133,"Emirates","8"
3619837,148,"Air New Zealand","7"
3617341,182,"Singapore Airlines","Excellent  10"
3625781,193,"Emirates","9"
3627236,154,"Emirates","Excellent  10"
3618550,162,"China Southern","8"
3618518,129,"JetStar","8"
3617369,106,"Virgin/Virgin Blue/Pacific Blue","9"
3617184,178,"Emirates","Excellent  10"
3618538,176,"Air New Zealand","Excellent  10"
3618546,165,"Another airline",NA
3617216,117,"Emirates","Excellent  10"
3627264,142,"Emirates","7"
3625793,145,"Another airline",NA
3618430,141,"Qantas","Excellent  10"
3618470,127,"Singapore Airlines","9"
3619857,119,"Qantas","9"
3618518,130,"Qantas","6"
3619841,189,"JetStar","7"
3619881,124,"Air New Zealand","7"
3619889,170,"Air New Zealand","Excellent  10"
3627300,144,"Air New Zealand","7"
3625801,162,"Another airline",NA
3617349,155,"Air New Zealand","Excellent  10"
3625809,135,"Air New Zealand","9"
3618582,145,"Air New Zealand","Excellent  10"
3627340,110,"Air New Zealand","Excellent  10"
3627344,144,"Emirates","8"
3625817,176,"Emirates","Excellent  10"
3618590,160,"Air New Zealand","Excellent  10"
3618554,107,"Air New Zealand","Excellent  10"
3617349,156,"Qantas","Excellent  10"
3627296,156,"Air New Zealand","Excellent  10"
3625853,150,"Qantas","9"
3625797,178,"Air New Zealand","Excellent  10"
3618554,108,"Another airline",NA
3618586,117,"Air New Zealand","8"
3617389,125,"Qantas","7"
3625805,205,"Air New Zealand","9"
3627312,104,"Emirates","7"
3617397,141,"Qantas","8"
3617413,192,"China Southern","8"
3617409,153,"Qantas","9"
3627369,145,"Singapore Airlines","9"
3617397,142,"Emirates","8"
3617381,160,"Air New Zealand","9"
3625841,184,"China Southern","9"
3618646,146,"Air New Zealand","8"
3618594,145,"Another airline",NA
3618674,156,"Singapore Airlines","Excellent  10"
3627409,137,"JetStar","9"
3625825,183,"Another airline",NA
3625869,192,"JetStar","7"
3627481,188,"Singapore Airlines","Excellent  10"
3627457,134,"Air New Zealand","Excellent  10"
3618590,161,"Another airline",NA
3617345,228,"Korean Air","Excellent  10"
3617769,150,"Cathay Pacific","6"
3618594,144,"China Southern","9"
3627352,164,"JetStar","Excellent  10"
3617613,122,"Air New Zealand","8"
3617625,126,"Another airline",NA
3627485,109,"JetStar","5"
3618558,151,"Emirates","Excellent  10"
3627353,123,"JetStar","7"
3627421,108,"Emirates","2"
3618046,178,"Air New Zealand","9"
3627413,113,"Virgin/Virgin Blue/Pacific Blue","7"
3627425,152,"Singapore Airlines","Excellent  10"
3618050,116,"Air New Zealand","Excellent  10"
3627405,140,"JetStar","7"
3627534,204,"Air New Zealand","Excellent  10"
3618646,147,"JetStar","6"
3626724,125,"Korean Air","8"
3618746,168,"Lufthansa","9"
3625897,105,"Singapore Airlines","Excellent  10"
3625905,131,"Another airline",NA
3618674,157,"JetStar","Excellent  10"
3625917,190,"Another airline",NA
3627502,147,"JetStar","7"
3618714,103,"Air New Zealand","Excellent  10"
3618746,166,"Air New Zealand","9"
3625829,153,"China Southern","8"
3618530,102,"Qantas","Excellent  10"
3618658,158,"Qantas","9"
3618602,143,"Air New Zealand","9"
3627373,168,"Air New Zealand","8"
3618674,155,"Air New Zealand","Excellent  10"
3625881,133,"Another airline",NA
3617248,137,"Lufthansa","8"
3618046,179,"Lufthansa","Excellent  10"
3625893,150,"Another airline",NA
3625941,145,"Air New Zealand","8"
3625945,112,"Air New Zealand","8"
3627453,121,"Emirates","8"
3618054,132,"Emirates","8"
3618754,170,"Air New Zealand","Excellent  10"
3618758,115,"Another airline",NA
3618718,132,"Emirates","9"
3618118,141,"Emirates","Excellent  10"
3627570,107,"JetStar","Poor  1"
3627586,104,"JetStar","3"
3618094,118,"Air Asia X","7"
3618786,149,"China Southern","7"
3627598,125,"Air New Zealand","Excellent  10"
3627526,150,"JetStar","4"
3625925,140,"Air New Zealand","Excellent  10"
3618750,144,"Air New Zealand","3"
3618086,102,"Air New Zealand","2"
3627614,135,"Air New Zealand","9"
3627497,188,"Emirates","Excellent  10"
3617713,173,"Emirates","9"
3618794,107,"Air New Zealand","6"
3618746,167,"Cathay Pacific","9"
3618058,119,"Air New Zealand","7"
3627538,147,"Air New Zealand","9"
3627542,121,"Air New Zealand","7"
3617613,123,"Emirates","8"
3618774,110,"Emirates","9"
3625961,118,"Air New Zealand","7"
3625977,155,"Emirates","Excellent  10"
3618798,139,"Emirates","9"
3618694,112,"Not sure",NA
3617713,172,"Qantas","8"
3618098,117,"Qantas","Excellent  10"
3618126,179,"Qantas","9"
3618130,156,"China Southern","8"
3626005,133,"China Southern","5"
3618806,166,"Air New Zealand","9"
3618142,171,"Lufthansa","8"
3626025,124,"Korean Air","9"
3618830,119,"Air New Zealand","8"
3626017,135,"China Southern","9"
3618842,194,"Air New Zealand","Excellent  10"
3618878,104,"Cathay Pacific","7"
3628515,179,"Singapore Airlines","8"
3618698,131,"Singapore Airlines","9"
3618782,155,"Virgin/Virgin Blue/Pacific Blue","3"
3618806,167,"Qantas","8"
3628555,250,"Virgin/Virgin Blue/Pacific Blue","9"
3617725,156,"Singapore Airlines","6"
3618770,142,"Emirates","Excellent  10"
3618173,120,"Qantas","8"
3628583,164,"Emirates","9"
3618850,167,"Qantas","6"
3618826,153,"Cathay Pacific","Excellent  10"
3628535,145,"Air New Zealand","Excellent  10"
3627530,162,"Virgin/Virgin Blue/Pacific Blue","5"
3618074,113,"Qantas","Excellent  10"
3618762,112,"Qantas","Excellent  10"
3618193,126,"Virgin/Virgin Blue/Pacific Blue","6"
3625965,220,"Emirates","Excellent  10"
3618842,195,"JetStar","9"
3618197,125,"Qantas","Excellent  10"
3626085,135,"Qantas","7"
3618126,180,"Emirates","Excellent  10"
3618002,137,"Emirates","6"
3628559,199,"American Airlines","9"
3618806,168,"Emirates","9"
3618898,122,"Cathay Pacific","9"
3618846,133,"Air New Zealand","9"
3628523,139,"Emirates","8"
3628531,125,"Emirates","8"
3625989,178,"Singapore Airlines","7"
3618838,120,"Malaysian Airlines","8"
3618846,134,"China Southern","6"
3618850,168,"Emirates","8"
3626053,127,"Air New Zealand","6"
3627590,137,"Air Asia X","5"
3628607,204,"Qantas","7"
3618130,157,"JetStar","7"
3628591,164,"Air New Zealand","9"
3626061,161,"Emirates","9"
3618157,127,"Emirates","8"
3618894,228,"Emirates","9"
3618185,111,"China Southern","8"
3628579,129,"Another airline",NA
3628619,190,"Another airline",NA
3618185,112,"Another airline",NA
3628627,131,"Air New Zealand","9"
3626069,161,"Another airline",NA
3626089,125,"Air New Zealand","Excellent  10"
3618910,153,"Air New Zealand","Excellent  10"
3618157,126,"Qantas","7"
3618114,179,"Qantas","8"
3618989,146,"Virgin/Virgin Blue/Pacific Blue","6"
3618914,199,"Singapore Airlines","9"
3628711,140,"Qantas","8"
3618197,126,"Emirates","Excellent  10"
3619009,126,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3618985,167,"Emirates","Excellent  10"
3626093,196,"Singapore Airlines","8"
3618217,164,"Another airline",NA
3618221,141,"Qantas","Excellent  10"
3626101,126,"Qantas","8"
3618918,139,"Emirates","7"
3618289,128,"Korean Air","8"
3618301,125,"Cathay Pacific","7"
3628663,126,"Emirates","Excellent  10"
3628647,153,"Emirates","Excellent  10"
3618269,179,"Malaysian Airlines","7"
3618273,162,"Singapore Airlines","9"
3626065,107,"JetStar","7"
3618993,165,"Air New Zealand","8"
3619001,144,"Air New Zealand","Excellent  10"
3618241,134,"China Southern","Excellent  10"
3628727,119,"Another airline",NA
3626105,132,"Air New Zealand","5"
3619009,127,"Another airline",NA
3618333,126,"Another airline",NA
3626109,172,"Air New Zealand","9"
3619017,110,"JetStar","Excellent  10"
3618321,159,"Qantas","Excellent  10"
3626113,169,"Another airline",NA
3619117,119,"Qantas","7"
3618249,130,"Malaysian Airlines","8"
3618930,121,"Qantas","8"
3628703,173,"Singapore Airlines","8"
3618357,182,"Cathay Pacific","6"
3628631,113,"Another airline",NA
3628679,242,"Lufthansa","6"
3628719,128,"Cathay Pacific","9"
3618305,148,"Cathay Pacific","9"
3618934,114,"Air New Zealand","9"
3618293,147,"Another airline",NA
3618329,144,"Singapore Airlines","9"
3628787,114,"Qantas","8"
3619021,174,"Qantas","7"
3628671,193,"China Southern","Excellent  10"
3619171,141,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3619041,125,"Qantas","Excellent  10"
3618281,144,"China Southern","6"
