"SurveyResponseID","AnswerNumber","iSiteUsage"
3557957,93,"Compare prices / find deals"
3557941,139,"Information about amenities/services for the town you were in"
3557941,140,"Accommodation in the region you were in"
3558030,73,"Information about amenities/services for the town you were in"
3557956,104,"Information about amenities/services for the town you were in"
3557956,105,"Accommodation in the region you were in"
3557956,106,"Accommodation in a different region"
3557956,103,"General information about a different region"
3557957,94,"Information about amenities/services for the town you were in"
3577849,138,"Weather information"
3577849,139,"Internet access"
3558494,103,"Maps"
3558047,90,"Maps"
3558023,110,"Weather information"
3558023,111,"Maps"
3558023,112,"Internet access"
3577849,141,"Directions"
3558047,91,"Directions"
3557957,95,"Transport/ travel options around New Zealand"
3558047,92,"Information about amenities/services for the town you were in"
3558494,104,"Transport/ travel options around New Zealand"
3577849,136,"General information about the region you were in"
3557957,96,"Attractions / Activities"
3577849,137,"Check/confirm existing travel plans"
3577849,140,"Compare prices / find deals"
3558047,89,"General information about the region you were in"
3558496,92,"General information about the region you were in"
3558496,96,"Attractions / Activities"
3558024,126,"General information about the region you were in"
3558050,105,"General information about the region you were in"
3558496,93,"Weather information"
3558496,94,"Maps"
3558050,106,"Maps"
3558050,107,"Internet access"
3558024,128,"Weather information"
3558050,112,"Attractions / Activities"
3558024,129,"Maps"
3558024,130,"Internet access"
3577849,142,"Information about amenities/services for the town you were in"
3558023,113,"Directions"
3558496,95,"Directions"
3558024,127,"Access to resources to assist you to plan"
3558050,108,"Directions"
3558024,131,"General information about a different region"
3577849,143,"Accommodation in the region you were in"
3558050,109,"Information about amenities/services for the town you were in"
3558050,110,"Accommodation in the region you were in"
3558050,111,"Accommodation in a different region"
3558024,132,"Information about amenities/services for the town you were in"
3558024,133,"Event information"
3558024,134,"Suggested itineraries"
3577892,121,"Information about Maori culture / cultural activities"
3577892,122,"General information about a different region"
3558519,104,"Maps"
3577892,120,"Maps"
3558528,74,"Maps"
3558081,68,"Internet access"
3558519,103,"General information about the region you were in"
3558519,105,"Attractions / Activities"
3558528,75,"Attractions / Activities"
3558081,67,"General information about the region you were in"
3558081,71,"Attractions / Activities"
3558072,141,"Check/confirm existing travel plans"
3577892,125,"Attractions / Activities"
3558072,143,"Weather information"
3558072,145,"Compare prices / find deals"
3577892,123,"Information about amenities/services for the town you were in"
3558081,70,"Information about amenities/services for the town you were in"
3577892,124,"Transport/ travel options around New Zealand"
3558072,144,"Maps"
3577917,114,"Internet access"
3558072,147,"Information about amenities/services for the town you were in"
3558072,148,"Event information"
3558072,149,"Attractions / Activities"
3558530,84,"General information about the region you were in"
3577917,112,"General information about the region you were in"
3558530,86,"Attractions / Activities"
3577917,115,"Attractions / Activities"
3558081,69,"Directions"
3558072,142,"Access to resources to assist you to plan"
3558318,105,"General information about the region you were in"
3558072,146,"Directions"
3558072,150,"Suggested itineraries"
3558530,85,"General information about a different region"
3577917,113,"Access to resources to assist you to plan"
3577917,116,"Suggested itineraries"
3558318,106,"Access to resources to assist you to plan"
3558073,146,"Access to resources to assist you to plan"
3558073,145,"General information about the region you were in"
3558073,148,"Attractions / Activities"
3578008,83,"Check/confirm existing travel plans"
3558318,110,"Attractions / Activities"
3558318,108,"Directions"
3558318,109,"General information about a different region"
3558073,147,"Transport/ travel options around New Zealand"
3558553,104,"General information about the region you were in"
3558553,105,"Attractions / Activities"
3578008,85,"Overview of NZ regions"
3578008,84,"Directions"
3558333,115,"Access to resources to assist you to plan"
3558318,107,"Maps"
3558108,129,"Maps"
3558564,111,"General information about a different region"
3558564,112,"Suggested itineraries"
3558333,116,"Maps"
3579301,85,"Maps"
3558108,131,"Attractions / Activities"
3578008,86,"Information about amenities/services for the town you were in"
3558108,130,"Event information"
3558333,114,"General information about the region you were in"
3558333,117,"Information about amenities/services for the town you were in"
3558564,110,"Overview of NZ regions"
3558122,77,"Event information"
3579301,84,"General information about the region you were in"
3558578,104,"Access to resources to assist you to plan"
3558580,109,"Directions"
3558351,89,"Directions"
3579301,87,"Accommodation in the region you were in"
3558123,106,"Weather information"
3558123,107,"Accommodation in the region you were in"
3579301,86,"Compare prices / find deals"
3558578,106,"Information about amenities/services for the town you were in"
3558123,109,"Something else"
3558578,105,"Maps"
3558351,88,"Internet access"
3579301,88,"Attractions / Activities"
3558123,105,"General information about the region you were in"
3558123,108,"Attractions / Activities"
3579310,75,"General information about the region you were in"
3558351,90,"Transport/ travel options around New Zealand"
3579310,77,"Attractions / Activities"
3579310,76,"Event information"
3558365,140,"Directions"
3558366,87,"Information about Maori culture / cultural activities"
3558365,136,"General information about the region you were in"
3558365,139,"Compare prices / find deals"
3579326,71,"General information about the region you were in"
3558365,141,"Overview of NZ regions"
3558366,85,"General information about the region you were in"
3558172,83,"General information about the region you were in"
3558366,88,"Attractions / Activities"
3558172,85,"Attractions / Activities"
3579337,79,"General information about the region you were in"
3579337,83,"Attractions / Activities"
3558176,149,"General information about the region you were in"
3577555,76,"General information about the region you were in"
3558365,137,"Maps"
3558365,138,"Internet access"
3579326,72,"Maps"
3577539,69,"Maps"
3558366,86,"Internet access"
3579337,80,"Directions"
3577555,77,"Access to resources to assist you to plan"
3577555,78,"Directions"
3579371,94,"Directions"
3579371,95,"General information about a different region"
3577555,81,"Suggested itineraries"
3577555,80,"Attractions / Activities"
3579371,97,"Attractions / Activities"
3558176,150,"Check/confirm existing travel plans"
3558176,153,"Overview of NZ regions"
3558172,84,"Maps"
3579371,91,"Weather information"
3579371,92,"Maps"
3579371,93,"Internet access"
3558176,151,"Weather information"
3577539,70,"Event information"
3579337,81,"Information about amenities/services for the town you were in"
3558176,152,"Maps"
3558466,107,"Weather information"
3579337,82,"Accommodation in the region you were in"
3577555,79,"Information about amenities/services for the town you were in"
3579371,96,"Information about amenities/services for the town you were in"
3558176,157,"Attractions / Activities"
3558176,155,"Transport/ travel options around New Zealand"
3558176,154,"General information about a different region"
3558176,156,"Event information"
3558466,108,"Maps"
3579405,96,"Maps"
3579405,94,"General information about the region you were in"
3558466,109,"General information about a different region"
3558467,144,"Access to resources to assist you to plan"
3579405,95,"Check/confirm existing travel plans"
3558467,147,"Information about Maori culture / cultural activities"
3558466,110,"Attractions / Activities"
3558467,148,"Directions"
3558467,150,"General information about a different region"
3577557,98,"General information about the region you were in"
3558467,143,"Check/confirm existing travel plans"
3558467,149,"Overview of NZ regions"
3579405,98,"General information about a different region"
3558467,145,"Maps"
3558467,146,"Internet access"
3558242,96,"Maps"
3577673,93,"Maps"
3558467,152,"Attractions / Activities"
3579405,97,"Compare prices / find deals"
3579405,100,"Attractions / Activities"
3558242,95,"General information about the region you were in"
3558483,108,"Attractions / Activities"
3558242,98,"Attractions / Activities"
3579410,99,"Maps"
3579410,100,"Internet access"
3558467,151,"Information about amenities/services for the town you were in"
3579405,99,"Accommodation in the region you were in"
3558206,79,"Accommodation in the region you were in"
3558242,97,"Information about amenities/services for the town you were in"
3577673,95,"Transport/ travel options around New Zealand"
