"SurveyResponseID","AnswerNumber","AmenityType","SatisfactionRatingReason"
3559086,93,"Food & beverage outlets","Poor service"
3559233,138,"Food & beverage outlets","Too expensive"
3559068,80,"Commercial transport","Another reason"
3559233,141,"Food & beverage outlets","Alcohol too expensive"
3559280,115,"Commercial transport","No reason"
3559359,155,"Accommodation","No reason"
3559299,105,"Commercial transport","Inconvenient public transportation"
3559263,106,"Maori activities experienced","Informative"
3559338,101,"Commercial transport","Inconvenient public transportation"
3559305,89,"Sense of safety","Another reason"
3559338,103,"Activities experienced","Did not live up to expectations"
3558985,102,"i-Sites","No reason"
3559086,94,"Food & beverage outlets","Poor food quality"
3559273,124,"Commercial transport","No reason"
3559086,95,"Commercial transport","Another reason"
3559477,89,"Food & beverage outlets","Too expensive"
3559153,84,"Food & beverage outlets","No reason"
3559433,105,"Commercial transport","Expensive"
3559496,80,"Customer service","No reason"
3559135,82,"Food & beverage outlets","No reason"
3559153,85,"Activities experienced","Have to cancel the activity due to weather/road  c"
3559448,96,"Food & beverage outlets","Poor service"
3559472,107,"Maori activities experienced","Learnt about a new culture"
3559472,110,"Maori activities experienced","Good staff"
3559400,119,"Commercial transport","No reason"
3559444,140,"i-Sites","Another reason"
3559457,92,"Accommodation","Too expensive"
3559472,109,"Maori activities experienced","Good quality/standard"
3559472,108,"Maori activities experienced","Informative"
3559472,111,"Maori activities experienced","Well organised"
3559415,90,"Activities experienced","No reason"
3559466,95,"Accommodation","Another reason"
3559512,108,"Accommodation","Too expensive"
3559475,91,"Maori activities experienced","Did not live up to expectations"
3559475,90,"Food & beverage outlets","Too expensive"
3559466,94,"Accommodation","No free internet"
3559475,92,"Maori activities experienced","Poor quality/standard"
3559185,100,"Commercial transport","Expensive"
3559489,124,"Activities experienced","Have to cancel the activity due to weather/road  c"
3559185,102,"Customer service","Staff seemed rushed"
3559489,123,"Activities experienced","Too expensive"
3559185,101,"Commercial transport","Rental car/company did not meet expectations"
3559483,122,"Food & beverage outlets","Poor food quality"
3559543,123,"Maori activities experienced","Entertaining"
3559506,106,"Food & beverage outlets","Too expensive"
3559500,157,"Food & beverage outlets","Limited choices"
3559506,108,"Food & beverage outlets","Limited choices"
3559515,92,"Accommodation","Poor/old facilities"
3559543,121,"Accommodation","Too expensive"
3559543,124,"Maori activities experienced","Good staff"
3559500,158,"Food & beverage outlets","Alcohol too expensive"
3559506,109,"Food & beverage outlets","Not as good as you get overseas"
3559203,103,"Food & beverage outlets","Alcohol too expensive"
3559545,111,"Accommodation","Poor standard of cleanliness/dirty"
3559524,128,"Maori activities experienced","Entertaining"
3559483,121,"Food & beverage outlets","Too expensive"
3559543,122,"Maori activities experienced","Informative"
3559500,156,"Food & beverage outlets","Too expensive"
3559506,107,"Food & beverage outlets","Poor service"
3559506,110,"Food & beverage outlets","Poor food quality"
3559202,101,"Accommodation","No reason"
3559524,126,"Accommodation","Poor/old facilities"
3559524,127,"Maori activities experienced","Informative"
3559524,129,"Maori activities experienced","Did not live up to expectations"
3559561,156,"Food & beverage outlets","Too expensive"
3559203,102,"Food & beverage outlets","Not as good as you get overseas"
3559523,85,"Customer service","Another reason"
3559507,117,"i-Sites","Another reason"
3559540,106,"NZ environment","No reason"
3559524,130,"Maori activities experienced","Well organised"
3559523,84,"Food & beverage outlets","Another reason"
3559561,157,"Food & beverage outlets","Limited choices"
3559542,110,"Food & beverage outlets","Not sure"
3559610,109,"Food & beverage outlets","Alcohol too expensive"
3559252,121,"Accommodation","Poor standard of cleanliness/dirty"
3559610,107,"Food & beverage outlets","Too expensive"
3559643,126,"Maori activities experienced","Poor quality/standard"
3559707,101,"Food & beverage outlets","Alcohol too expensive"
3559580,87,"i-Sites","Another reason"
3559643,125,"Maori activities experienced","Not very exciting/boring"
3559302,118,"Maori activities experienced","Learnt about a new culture"
3559649,108,"Food & beverage outlets","Too expensive"
3559741,132,"Accommodation","Poor value for money"
3559693,86,"Activities experienced","No reason"
3559402,102,"Sense of safety","Another reason"
3559252,122,"Accommodation","Another reason"
3559741,129,"Accommodation","Poor/old facilities"
3559775,81,"Activities experienced","Too expensive"
3559386,111,"Accommodation","No reason"
3559710,132,"Food & beverage outlets","Too expensive"
3559823,133,"Food & beverage outlets","Too expensive"
3559745,109,"Food & beverage outlets","No reason"
3559741,130,"Accommodation","Poor standard of cleanliness/dirty"
3559649,109,"Food & beverage outlets","Limited choices"
3559775,82,"Activities experienced","Have to cancel the activity due to weather/road  c"
3559658,132,"Food & beverage outlets","Too expensive"
3559386,113,"Food & beverage outlets","Poor food quality"
3559823,136,"Commercial transport","Another reason"
3559403,118,"Customer service","Staff not friendly"
3559823,134,"Food & beverage outlets","Not as good as you get overseas"
3559745,110,"Maori activities experienced","Entertaining"
3559746,122,"Accommodation","Too expensive"
3559644,107,"Food & beverage outlets","Another reason"
3559746,125,"Accommodation","No air-conditioning/heating inadequate"
3559789,132,"Maori activities experienced","No reason"
3559710,133,"Food & beverage outlets","Limited choices"
3559823,135,"Food & beverage outlets","Supermarkets lack of variety"
3559746,123,"Accommodation","Poor customer service"
3559834,83,"Accommodation","Another reason"
3559746,121,"Accommodation","Poor/old facilities"
3559746,124,"Accommodation","Generally poor standard"
3559610,108,"Food & beverage outlets","Limited choices"
3559643,124,"Commercial transport","Another reason"
3559643,127,"Maori activities experienced","Not very informative"
3559302,119,"Maori activities experienced","Well organised"
3559741,131,"Accommodation","Generally poor standard"
3559649,110,"Food & beverage outlets","Alcohol too expensive"
3559645,140,"Food & beverage outlets","No reason"
3559386,112,"Food & beverage outlets","Not as good as you get overseas"
3559403,119,"Customer service","Staff didn't care"
3559712,98,"Customer service","Staff didn't care"
3559834,84,"Sense of safety","Poor driving standards, e.g. aggressive, speeding,"
3559712,97,"Customer service","Staff not friendly"
3559744,104,"Customer service","Another reason"
3559468,123,"Activities experienced","Have to cancel the activity due to weather/road  c"
3559746,128,"Food & beverage outlets","Too expensive"
3559841,113,"Food & beverage outlets","Supermarkets lack of variety"
3559746,127,"Accommodation","Noisy"
3559758,113,"i-Sites","No reason"
3559774,126,"NZ environment","Another reason"
3559841,115,"Maori activities experienced","Not very exciting/boring"
3559746,130,"Food & beverage outlets","Alcohol too expensive"
3559841,114,"Maori activities experienced","Learnt about a new culture"
3559774,125,"NZ environment","Dull cities"
3559551,144,"Maori activities experienced","No reason"
3559568,126,"Commercial transport","Not sure"
3559746,126,"Accommodation","Poor value for money"
3559746,129,"Food & beverage outlets","Not as good as you get overseas"
3559568,125,"Food & beverage outlets","Not sure"
3559834,85,"Sense of safety","Poor road signage"
3559848,95,"Sense of safety","No safety barriers"
3559801,78,"Customer service","No reason"
3577298,95,"Sense of safety","Poor driving standards, e.g. aggressive, speeding,"
3559848,94,"Sense of safety","Poor road signage"
3559834,86,"Sense of safety","Another reason"
3559570,135,"Food & beverage outlets","Too expensive"
3559824,115,"Accommodation","Poor/old facilities"
3577357,88,"Food & beverage outlets","Another reason"
3559570,136,"Food & beverage outlets","Alcohol too expensive"
3559801,79,"Sense of safety","No reason"
3577298,96,"Sense of safety","Poor road signage"
3577307,87,"Customer service","No reason"
3559763,110,"Customer service","No reason"
3577307,88,"Sense of safety","No reason"
3559794,83,"Activities experienced","Poor service"
3559570,137,"NZ environment","Litter"
3559842,94,"Maori activities experienced","Poor quality/standard"
3559585,127,"Accommodation","Too expensive"
3559585,130,"Accommodation","No air-conditioning/heating inadequate"
3559824,116,"Accommodation","Noisy"
3559570,139,"NZ environment","More effort to preserve natural environment requir"
3559842,93,"Maori activities experienced","Informative"
3559585,128,"Accommodation","Poor standard of cleanliness/dirty"
3559585,131,"Accommodation","Poor value for money"
3559570,138,"NZ environment","Dull cities"
3559585,129,"Accommodation","Generally poor standard"
3577380,107,"Commercial transport","No reason"
3559842,92,"Commercial transport","Poor customer service"
3559585,132,"Commercial transport","The transport was delayed"
3559603,103,"Food & beverage outlets","Not as good as you get overseas"
3559874,116,"Maori activities experienced","Another indifferent or poor aspect"
3559846,108,"Maori activities experienced","No reason"
3559603,102,"Accommodation","Too expensive"
3559585,126,"Accommodation","Poor/old facilities"
3577430,93,"Commercial transport","No reason"
3559585,133,"Commercial transport","Another reason"
3559829,92,"Food & beverage outlets","Poor food quality"
3559876,91,"Food & beverage outlets","Too expensive"
3559620,86,"Customer service","Staff didn't care"
3577366,84,"Customer service","Staff didn't care"
3577371,96,"Customer service","Another reason"
3577430,94,"Sense of safety","No reason"
3559794,84,"Customer service","Staff not friendly"
3577432,86,"Activities experienced","Too expensive"
3559876,92,"Food & beverage outlets","Limited choices"
3577297,139,"Accommodation","Poor customer service"
3577297,141,"Accommodation","Poor value for money"
3577297,138,"Accommodation","Too expensive"
3577297,140,"Accommodation","No free internet"
3577471,97,"Food & beverage outlets","Limited choices"
3577521,90,"Customer service","Staff not friendly"
3577315,111,"Commercial transport","The transport was delayed"
3577308,77,"NZ environment","No reason"
3577521,89,"Accommodation","Another reason"
3559653,153,"Accommodation","Poor/old facilities"
3577521,88,"Accommodation","Poor/old facilities"
3577455,128,"i-Sites","Not sure"
3577331,91,"Accommodation","Poor/old facilities"
3559653,154,"Accommodation","Too expensive"
3577331,92,"Accommodation","Too expensive"
3559653,156,"Accommodation","Poor value for money"
3577331,94,"Accommodation","No air-conditioning/heating inadequate"
3577331,93,"Accommodation","No free internet"
3577325,84,"Commercial transport","No reason"
3559653,155,"Accommodation","Generally poor standard"
3577331,95,"Accommodation","Poor value for money"
3577331,96,"Customer service","Staff didn't care"
3577521,91,"Customer service","Slow"
3577378,105,"Customer service","Staff seemed rushed"
3577378,106,"Customer service","Slow"
3559653,157,"i-Sites","Pushed certain activities"
3577376,115,"Food & beverage outlets","Not as good as you get overseas"
3577379,103,"Maori activities experienced","Learnt about a new culture"
3577331,97,"Customer service","Slow"
3577378,107,"Customer service","Another reason"
3559685,90,"Activities experienced","Another reason"
3577375,89,"i-Sites","Another reason"
