"SurveyResponseID","AnswerNumber","TechnologyType"
3558553,154,"Wi-fi internet locations"
3558553,155,"Your own laptop or iPad/tablet"
3558794,119,"Wi-fi internet locations"
3558794,118,"Smart phone"
3558555,120,"Smart phone"
3558562,128,"Smart phone"
3558564,152,"Smart phone"
3558555,121,"Wi-fi internet locations"
3558555,122,"Your own laptop or iPad/tablet"
3558562,129,"Wi-fi internet locations"
3558562,130,"Your own laptop or iPad/tablet"
3558564,153,"Wi-fi internet locations"
3558811,125,"Wi-fi internet locations"
3558811,124,"Smart phone"
3558824,133,"Smart phone"
3558578,159,"Smart phone"
3558843,138,"Smart phone"
3558564,154,"Your own laptop or iPad/tablet"
3558824,134,"Wi-fi internet locations"
3558824,135,"Your own laptop or iPad/tablet"
3558578,160,"Wi-fi internet locations"
3558578,161,"Your own laptop or iPad/tablet"
3558580,146,"Wi-fi internet locations"
3558580,145,"Smart phone"
3558858,147,"Smart phone"
3558859,149,"Smart phone"
3558927,186,"Smart phone"
3558580,147,"Your own laptop or iPad/tablet"
3558843,139,"Wi-fi internet locations"
3558858,148,"Wi-fi internet locations"
3558580,148,"Other types of technology"
3558859,150,"Wi-fi internet locations"
3558859,151,"Your own laptop or iPad/tablet"
3558614,112,"Wi-fi internet locations"
3558614,113,"Your own laptop or iPad/tablet"
3558927,187,"Wi-fi internet locations"
3558927,188,"Your own laptop or iPad/tablet"
3558928,139,"Smart phone"
3558628,143,"Smart phone"
3558928,140,"Wi-fi internet locations"
3558943,112,"Wi-fi internet locations"
3558943,113,"Your own laptop or iPad/tablet"
3558628,144,"Wi-fi internet locations"
3558975,117,"Smart phone"
3558637,165,"Smart phone"
3558975,118,"Internet cafes"
3558975,119,"Wi-fi internet locations"
3558637,166,"Wi-fi internet locations"
3558977,111,"Internet cafes"
3558977,112,"Wi-fi internet locations"
3558977,113,"Your own laptop or iPad/tablet"
3558977,110,"Smart phone"
3558639,142,"Smart phone"
3558978,108,"Smart phone"
3558992,147,"Smart phone"
3558978,109,"Wi-fi internet locations"
3558639,143,"Wi-fi internet locations"
3558978,110,"Your own laptop or iPad/tablet"
3558992,148,"Internet cafes"
3558992,149,"Wi-fi internet locations"
3558992,150,"Your own laptop or iPad/tablet"
3559011,95,"Smart phone"
3559025,125,"Smart phone"
3558673,122,"Smart phone"
3559043,103,"Smart phone"
3558648,157,"Your own laptop or iPad/tablet"
3558653,130,"Wi-fi internet locations"
3559011,96,"Wi-fi internet locations"
3559011,97,"Your own laptop or iPad/tablet"
3559025,126,"Wi-fi internet locations"
3559025,127,"Your own laptop or iPad/tablet"
3559043,104,"Wi-fi internet locations"
3558673,123,"Internet cafes"
3559043,105,"Your own laptop or iPad/tablet"
3558673,124,"Wi-fi internet locations"
3558673,125,"Your own laptop or iPad/tablet"
3559044,119,"Wi-fi internet locations"
3559044,120,"Your own laptop or iPad/tablet"
3558680,144,"Wi-fi internet locations"
3558680,145,"Your own laptop or iPad/tablet"
3558687,107,"Wi-fi internet locations"
3559060,99,"Wi-fi internet locations"
3559060,100,"Your own laptop or iPad/tablet"
3558696,150,"Wi-fi internet locations"
3558698,133,"Wi-fi internet locations"
3558703,109,"Your own laptop or iPad/tablet"
3559058,94,"None of these"
3558687,106,"Smart phone"
3559060,98,"Smart phone"
3558696,149,"Smart phone"
3558698,132,"Smart phone"
3559092,131,"Wi-fi internet locations"
3559092,132,"Your own laptop or iPad/tablet"
3558721,155,"Wi-fi internet locations"
3558721,156,"Your own laptop or iPad/tablet"
3559061,118,"Smart phone"
3559092,130,"Smart phone"
3559094,115,"Wi-fi internet locations"
3558730,154,"Wi-fi internet locations"
3558730,155,"Your own laptop or iPad/tablet"
3559094,116,"Your own laptop or iPad/tablet"
3559095,98,"Your own laptop or iPad/tablet"
3558739,117,"Wi-fi internet locations"
3558721,154,"Smart phone"
3559094,114,"Smart phone"
3558730,153,"Smart phone"
3558739,116,"Smart phone"
3559110,115,"Wi-fi internet locations"
3559110,116,"Your own laptop or iPad/tablet"
3558755,126,"Wi-fi internet locations"
3559112,98,"Internet cafes"
3559112,99,"Wi-fi internet locations"
3558755,127,"Your own laptop or iPad/tablet"
3558746,101,"None of these"
3559109,96,"Smart phone"
3559112,97,"Smart phone"
3558762,101,"Your own laptop or iPad/tablet"
3558764,132,"Wi-fi internet locations"
3559143,95,"Your own laptop or iPad/tablet"
3558764,133,"Your own laptop or iPad/tablet"
3558773,107,"Wi-fi internet locations"
3559158,110,"Wi-fi internet locations"
3558787,158,"Wi-fi internet locations"
3558787,159,"Your own laptop or iPad/tablet"
3559159,116,"Wi-fi internet locations"
3559159,117,"Your own laptop or iPad/tablet"
3559162,97,"Wi-fi internet locations"
3558789,135,"Wi-fi internet locations"
3559175,148,"Wi-fi internet locations"
3558787,160,"Other types of technology"
3558764,131,"Smart phone"
3559143,94,"Smart phone"
3559158,109,"Smart phone"
3558787,157,"Smart phone"
3558789,134,"Smart phone"
3559175,147,"Smart phone"
3558796,124,"Your own laptop or iPad/tablet"
3558798,120,"Wi-fi internet locations"
3558798,121,"Your own laptop or iPad/tablet"
3559177,154,"Internet cafes"
3558814,119,"Wi-fi internet locations"
3558796,123,"Smart phone"
3558798,119,"Smart phone"
3559176,119,"Smart phone"
3559177,153,"Smart phone"
3559177,155,"Wi-fi internet locations"
3558823,160,"Wi-fi internet locations"
3558839,147,"Wi-fi internet locations"
3559194,106,"Wi-fi internet locations"
3559194,107,"Your own laptop or iPad/tablet"
3558846,150,"Wi-fi internet locations"
3558814,118,"Smart phone"
3558823,159,"Smart phone"
3558839,146,"Smart phone"
3559194,105,"Smart phone"
3558247,147,"Wi-fi internet locations"
3558846,151,"Your own laptop or iPad/tablet"
3559211,107,"Your own laptop or iPad/tablet"
3558848,157,"Wi-fi internet locations"
3559212,100,"Wi-fi internet locations"
3559212,101,"Your own laptop or iPad/tablet"
3558247,146,"Smart phone"
3558846,149,"Smart phone"
3559211,106,"Smart phone"
3558848,156,"Smart phone"
3559212,99,"Smart phone"
3558270,143,"None of these"
3558857,127,"Smart phone"
3558272,124,"Smart phone"
3558857,128,"Wi-fi internet locations"
3558272,125,"Wi-fi internet locations"
3558272,126,"Your own laptop or iPad/tablet"
3558862,130,"Wi-fi internet locations"
3558873,144,"Wi-fi internet locations"
3558873,145,"Your own laptop or iPad/tablet"
3558288,105,"Wi-fi internet locations"
3558288,106,"Your own laptop or iPad/tablet"
3558862,129,"Smart phone"
3559227,101,"Smart phone"
3558873,143,"Smart phone"
3558288,104,"Smart phone"
3559228,166,"Smart phone"
3559229,113,"Smart phone"
3559227,102,"Wi-fi internet locations"
3559228,167,"Internet cafes"
3559228,168,"Wi-fi internet locations"
3559228,169,"Your own laptop or iPad/tablet"
3558297,128,"Wi-fi internet locations"
3558898,106,"Wi-fi internet locations"
3559244,120,"Wi-fi internet locations"
3558898,107,"Your own laptop or iPad/tablet"
3558304,122,"Your own laptop or iPad/tablet"
3559245,113,"Internet cafes"
3558304,121,"Smart phone"
3559245,112,"Smart phone"
3559245,114,"Wi-fi internet locations"
3558905,124,"Smart phone"
3559259,128,"Smart phone"
3558905,125,"Wi-fi internet locations"
3558905,126,"Your own laptop or iPad/tablet"
3559259,129,"Your own laptop or iPad/tablet"
3558311,109,"Wi-fi internet locations"
3558907,93,"Wi-fi internet locations"
3558907,94,"Your own laptop or iPad/tablet"
3558907,92,"Smart phone"
3559261,131,"Smart phone"
3559261,132,"Wi-fi internet locations"
3559262,134,"Your own laptop or iPad/tablet"
3558930,102,"Wi-fi internet locations"
3558930,101,"Smart phone"
3558336,113,"Smart phone"
3558937,121,"Smart phone"
3558939,99,"Smart phone"
3559275,192,"Internet cafes"
3559275,193,"Wi-fi internet locations"
3558336,114,"Wi-fi internet locations"
3558937,122,"Wi-fi internet locations"
3558937,123,"Your own laptop or iPad/tablet"
3559278,158,"Smart phone"
3558338,138,"Smart phone"
3558939,100,"Wi-fi internet locations"
3558939,101,"Your own laptop or iPad/tablet"
3559278,159,"Wi-fi internet locations"
3559278,160,"Your own laptop or iPad/tablet"
3558338,139,"Wi-fi internet locations"
3558338,140,"Your own laptop or iPad/tablet"
3559294,113,"Smart phone"
3558964,124,"Smart phone"
3558354,99,"Smart phone"
3559309,178,"Smart phone"
3559294,114,"Wi-fi internet locations"
3559294,115,"Your own laptop or iPad/tablet"
3558964,125,"Wi-fi internet locations"
3558964,126,"Your own laptop or iPad/tablet"
3559309,179,"Wi-fi internet locations"
3559312,133,"Wi-fi internet locations"
3559312,132,"Smart phone"
3558370,115,"None of these"
3559312,134,"Your own laptop or iPad/tablet"
3558987,97,"Wi-fi internet locations"
3558987,98,"Your own laptop or iPad/tablet"
3558996,93,"Wi-fi internet locations"
3559007,129,"Smart phone"
3559343,160,"Smart phone"
3558379,95,"Internet cafes"
3558379,96,"Wi-fi internet locations"
3559343,161,"Internet cafes"
3559007,130,"Wi-fi internet locations"
3559343,162,"Wi-fi internet locations"
3559343,163,"Your own laptop or iPad/tablet"
3559014,101,"Your own laptop or iPad/tablet"
3559344,174,"Wi-fi internet locations"
3559344,175,"Your own laptop or iPad/tablet"
3559345,155,"Your own laptop or iPad/tablet"
3558388,123,"Wi-fi internet locations"
3559014,100,"Smart phone"
3559344,173,"Smart phone"
3559021,100,"Smart phone"
3559345,154,"Smart phone"
3558388,122,"Smart phone"
3559032,122,"Smart phone"
3559032,123,"Wi-fi internet locations"
3559359,193,"Wi-fi internet locations"
3559359,194,"Your own laptop or iPad/tablet"
3559360,106,"Wi-fi internet locations"
3558397,122,"Wi-fi internet locations"
3558397,123,"Your own laptop or iPad/tablet"
3559055,117,"Wi-fi internet locations"
3559359,192,"Smart phone"
3558397,121,"Smart phone"
3559360,105,"Smart phone"
3559055,116,"Smart phone"
3559057,127,"Wi-fi internet locations"
3559057,128,"Your own laptop or iPad/tablet"
3559360,107,"Your own laptop or iPad/tablet"
3559062,137,"Wi-fi internet locations"
3559062,138,"Your own laptop or iPad/tablet"
3559064,158,"Wi-fi internet locations"
3559057,126,"Smart phone"
3559062,136,"Smart phone"
3559378,109,"Your own laptop or iPad/tablet"
3559073,107,"Wi-fi internet locations"
3559073,108,"Your own laptop or iPad/tablet"
3558420,193,"Internet cafes"
3558420,194,"Wi-fi internet locations"
3559087,113,"Wi-fi internet locations"
3559064,157,"Smart phone"
3559378,108,"Smart phone"
3558420,195,"Your own laptop or iPad/tablet"
3559395,107,"Wi-fi internet locations"
3559395,108,"Your own laptop or iPad/tablet"
3559396,111,"Wi-fi internet locations"
3559396,112,"Your own laptop or iPad/tablet"
3559073,106,"Smart phone"
3558420,192,"Smart phone"
3559395,106,"Smart phone"
3559396,110,"Smart phone"
3559091,102,"None of these"
3559409,97,"None of these"
3559410,164,"Wi-fi internet locations"
3559411,166,"Your own laptop or iPad/tablet"
3559107,106,"Wi-fi internet locations"
3559410,163,"Smart phone"
3559096,95,"Smart phone"
3558436,115,"Wi-fi internet locations"
3559107,107,"Your own laptop or iPad/tablet"
3558438,112,"Internet cafes"
3559114,115,"Wi-fi internet locations"
3558438,113,"Wi-fi internet locations"
3559427,90,"Wi-fi internet locations"
3559411,165,"Smart phone"
3559114,114,"Smart phone"
3558438,111,"Smart phone"
3559426,106,"Smart phone"
3558447,92,"Wi-fi internet locations"
3559428,126,"Wi-fi internet locations"
3559429,129,"Wi-fi internet locations"
3559141,95,"Your own laptop or iPad/tablet"
3559428,125,"Smart phone"
3559429,128,"Smart phone"
3559462,128,"Wi-fi internet locations"
3558456,132,"Wi-fi internet locations"
3559429,130,"Other types of technology"
3559146,128,"Wi-fi internet locations"
3559146,129,"Your own laptop or iPad/tablet"
3558456,133,"Your own laptop or iPad/tablet"
3559476,142,"Wi-fi internet locations"
3559476,143,"Your own laptop or iPad/tablet"
3559477,108,"Wi-fi internet locations"
3559446,95,"None of these"
3558456,131,"Smart phone"
3559146,127,"Smart phone"
3559476,141,"Smart phone"
3559477,107,"Smart phone"
3558463,102,"Wi-fi internet locations"
3559496,100,"Your own laptop or iPad/tablet"
3559166,110,"Wi-fi internet locations"
3559171,99,"Wi-fi internet locations"
3559166,109,"Smart phone"
3559496,99,"Smart phone"
3559171,100,"Your own laptop or iPad/tablet"
3559510,116,"Wi-fi internet locations"
3559191,145,"Your own laptop or iPad/tablet"
3559512,128,"Wi-fi internet locations"
3559512,129,"Your own laptop or iPad/tablet"
3558486,142,"Wi-fi internet locations"
3559529,134,"Your own laptop or iPad/tablet"
3559510,115,"Smart phone"
3559191,144,"Smart phone"
3558486,141,"Smart phone"
3559198,99,"Smart phone"
3559205,127,"Smart phone"
3559529,133,"Smart phone"
3559543,147,"Smart phone"
3559207,136,"Smart phone"
3559543,148,"Wi-fi internet locations"
3559543,149,"Your own laptop or iPad/tablet"
3559207,137,"Wi-fi internet locations"
3559207,138,"Your own laptop or iPad/tablet"
3559544,162,"Wi-fi internet locations"
3558504,94,"Wi-fi internet locations"
3559232,191,"Wi-fi internet locations"
3558504,95,"Your own laptop or iPad/tablet"
3559232,192,"Your own laptop or iPad/tablet"
3558504,93,"Smart phone"
3559232,190,"Smart phone"
3559239,133,"Smart phone"
3559545,127,"Smart phone"
3559546,133,"Smart phone"
3559248,150,"Smart phone"
3559544,163,"Your own laptop or iPad/tablet"
3559239,134,"Wi-fi internet locations"
3559546,134,"Wi-fi internet locations"
3558511,130,"Your own laptop or iPad/tablet"
3559561,198,"Wi-fi internet locations"
3559248,151,"Wi-fi internet locations"
3559561,197,"Smart phone"
3558520,125,"Smart phone"
3558529,92,"Smart phone"
3559579,104,"Smart phone"
3559248,152,"Your own laptop or iPad/tablet"
3558520,126,"Your own laptop or iPad/tablet"
3559577,90,"Your own laptop or iPad/tablet"
3559579,105,"Your own laptop or iPad/tablet"
3559594,115,"Wi-fi internet locations"
3559271,119,"Wi-fi internet locations"
3559271,118,"Smart phone"
3559594,114,"Smart phone"
3559271,120,"Your own laptop or iPad/tablet"
3558538,131,"Internet cafes"
3558538,132,"Wi-fi internet locations"
3559273,148,"Wi-fi internet locations"
3559610,126,"Your own laptop or iPad/tablet"
3559280,144,"Wi-fi internet locations"
3559280,145,"Your own laptop or iPad/tablet"
3558538,130,"Smart phone"
3559610,125,"Smart phone"
3559280,143,"Smart phone"
3559628,139,"Smart phone"
3558547,166,"Smart phone"
3559289,134,"Smart phone"
3559643,160,"Smart phone"
3559300,156,"Smart phone"
3559628,140,"Wi-fi internet locations"
3559628,141,"Your own laptop or iPad/tablet"
3558547,167,"Wi-fi internet locations"
3559282,92,"Your own laptop or iPad/tablet"
3559643,161,"Your own laptop or iPad/tablet"
3559644,126,"Wi-fi internet locations"
3559300,157,"Wi-fi internet locations"
3559644,127,"Your own laptop or iPad/tablet"
3559645,169,"Wi-fi internet locations"
3559645,170,"Your own laptop or iPad/tablet"
3559305,104,"Your own laptop or iPad/tablet"
3558561,108,"Smart phone"
3559645,168,"Smart phone"
3559661,110,"Wi-fi internet locations"
3559644,128,"Other types of technology"
3558570,169,"Wi-fi internet locations"
3558570,170,"Your own laptop or iPad/tablet"
3559307,107,"Wi-fi internet locations"
3559307,108,"Your own laptop or iPad/tablet"
3559662,141,"Wi-fi internet locations"
3559662,142,"Your own laptop or iPad/tablet"
3559314,166,"Wi-fi internet locations"
3559314,167,"Your own laptop or iPad/tablet"
3559679,167,"Wi-fi internet locations"
3559305,103,"Smart phone"
3559661,109,"Smart phone"
3559307,106,"Smart phone"
3559662,140,"Smart phone"
3559314,165,"Smart phone"
3559679,166,"Smart phone"
3558572,153,"Wi-fi internet locations"
3559693,101,"Wi-fi internet locations"
3559330,161,"Your own laptop or iPad/tablet"
3558572,152,"Smart phone"
3559316,103,"Smart phone"
3559693,100,"Smart phone"
3559694,144,"Smart phone"
3559330,160,"Smart phone"
3558586,122,"Smart phone"
3559341,124,"Wi-fi internet locations"
3559348,153,"Wi-fi internet locations"
3559348,154,"Your own laptop or iPad/tablet"
3559355,169,"Wi-fi internet locations"
3559355,170,"Your own laptop or iPad/tablet"
3559339,147,"Smart phone"
3559696,112,"Smart phone"
3559341,123,"Smart phone"
3559710,170,"Smart phone"
3559348,152,"Smart phone"
3559355,168,"Smart phone"
3559713,145,"Wi-fi internet locations"
3559713,146,"Your own laptop or iPad/tablet"
3558611,134,"Wi-fi internet locations"
3558611,135,"Your own laptop or iPad/tablet"
3559727,110,"Wi-fi internet locations"
3559727,111,"Your own laptop or iPad/tablet"
3559389,118,"Wi-fi internet locations"
3558613,140,"Wi-fi internet locations"
3558613,141,"Your own laptop or iPad/tablet"
3559728,118,"Internet cafes"
3558620,112,"Wi-fi internet locations"
3558622,109,"Wi-fi internet locations"
3559405,138,"Wi-fi internet locations"
3559744,129,"Wi-fi internet locations"
3559744,130,"Your own laptop or iPad/tablet"
3559713,144,"Smart phone"
3559366,130,"Smart phone"
3558613,139,"Smart phone"
3559400,148,"Smart phone"
3559416,150,"Your own laptop or iPad/tablet"
3559423,99,"Wi-fi internet locations"
3559423,100,"Your own laptop or iPad/tablet"
3558631,161,"Wi-fi internet locations"
3559747,144,"Wi-fi internet locations"
3559747,145,"Your own laptop or iPad/tablet"
3559405,137,"Smart phone"
3559744,128,"Smart phone"
3559416,149,"Smart phone"
3559423,98,"Smart phone"
3558631,162,"Your own laptop or iPad/tablet"
3559432,117,"Wi-fi internet locations"
3558636,108,"Wi-fi internet locations"
3559779,108,"Wi-fi internet locations"
3559448,121,"Your own laptop or iPad/tablet"
3558631,160,"Smart phone"
3559747,143,"Smart phone"
3559763,127,"Smart phone"
3559432,116,"Smart phone"
3559448,120,"Smart phone"
3559794,99,"Smart phone"
3559794,100,"Wi-fi internet locations"
3559794,101,"Your own laptop or iPad/tablet"
3559455,118,"Internet cafes"
3559455,119,"Wi-fi internet locations"
3559455,120,"Your own laptop or iPad/tablet"
3558645,126,"Wi-fi internet locations"
3559455,117,"Smart phone"
