"SurveyResponseID","AnswerNumber","InformationSourceUsed"
3618580,110,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618563,98,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618586,98,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618569,121,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618571,117,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618564,117,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618567,101,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618556,110,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618546,133,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618524,130,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618508,94,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618500,102,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618455,99,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618447,104,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618488,99,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618484,103,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618461,161,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618428,236,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618440,97,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618419,127,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618384,120,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618374,119,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618410,116,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618404,93,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618371,141,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618364,95,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618321,137,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618327,118,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618351,137,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618338,105,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618303,133,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618300,120,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618274,140,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618289,112,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618290,102,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618259,126,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618260,105,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618271,108,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618250,116,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618249,108,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618251,112,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618221,122,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618222,158,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618167,107,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618142,137,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618180,185,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618183,123,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618190,96,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618173,101,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618176,152,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618085,118,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618057,133,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618054,115,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618050,102,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618052,125,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618068,105,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618081,116,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617836,151,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617947,117,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618046,140,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617780,109,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3618043,121,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617613,104,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617802,101,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617647,124,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617558,145,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617536,125,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617413,156,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617410,110,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617412,163,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617394,118,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617382,161,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617380,136,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617369,91,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617381,136,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617379,151,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617314,108,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617322,103,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617319,120,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617287,126,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617277,114,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617270,129,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617243,133,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617216,96,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617217,103,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617211,94,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617214,116,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617207,145,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617208,90,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3617209,143,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3612116,127,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3612112,112,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3612086,123,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3612109,116,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3612110,105,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3612105,103,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3612037,114,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3612055,111,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3612073,134,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3612080,111,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3612027,113,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3612028,93,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3612013,129,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3612007,94,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3612010,96,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3611919,99,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3611935,110,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3611927,117,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3611965,90,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3611936,90,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3611938,92,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3611969,118,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3611884,112,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3611886,98,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3611859,95,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3611907,137,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3611848,112,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3611836,101,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
3611852,103,"Local New Zealanders I knew before I arrived in New Zealand e.g. friends and family"
