"SurveyResponseID","AnswerNumber","SocialMediaUsed","TripStage"
3557680,178,"None of these","After trip to NZ"
3557680,177,"Instagram","During trip to NZ"
3557792,121,"None of these","During trip to NZ"
3557775,109,"None of these","After trip to NZ"
3557820,113,"None of these","During trip to NZ"
3557820,114,"None of these","After trip to NZ"
3557681,123,"None of these","Planning trip to NZ"
3557713,162,"Facebook","Planning trip to NZ"
3557810,120,"Facebook","Planning trip to NZ"
3557788,129,"None of these","Planning trip to NZ"
3557827,166,"None of these","Planning trip to NZ"
3557792,122,"None of these","After trip to NZ"
3557788,131,"None of these","After trip to NZ"
3557788,130,"None of these","During trip to NZ"
3557713,163,"Facebook","During trip to NZ"
3557827,167,"None of these","During trip to NZ"
3557810,122,"Twitter","During trip to NZ"
3557715,99,"None of these","Planning trip to NZ"
3557790,184,"None of these","Planning trip to NZ"
3557681,124,"None of these","During trip to NZ"
3557829,151,"Facebook","Planning trip to NZ"
3557829,152,"Google+","Planning trip to NZ"
3557790,186,"Facebook","After trip to NZ"
3557810,121,"Facebook","During trip to NZ"
3557681,125,"None of these","After trip to NZ"
3557713,164,"Facebook","After trip to NZ"
3557790,185,"Facebook","During trip to NZ"
3557827,168,"None of these","After trip to NZ"
3557810,123,"Facebook","After trip to NZ"
3557806,140,"None of these","Planning trip to NZ"
3557806,141,"None of these","During trip to NZ"
3557829,155,"Facebook","After trip to NZ"
3557829,154,"Google+","During trip to NZ"
3557810,124,"Twitter","After trip to NZ"
3557821,146,"None of these","Planning trip to NZ"
3557829,153,"Facebook","During trip to NZ"
3557715,101,"None of these","After trip to NZ"
3557829,156,"Google+","After trip to NZ"
3557715,100,"Facebook","During trip to NZ"
3557821,148,"None of these","After trip to NZ"
3557806,142,"Instagram","After trip to NZ"
3557817,105,"None of these","Planning trip to NZ"
3557821,147,"None of these","During trip to NZ"
3557732,120,"None of these","During trip to NZ"
3557732,121,"None of these","After trip to NZ"
3557764,108,"None of these","Planning trip to NZ"
3557852,145,"Instagram","During trip to NZ"
3557764,110,"None of these","After trip to NZ"
3557852,146,"None of these","After trip to NZ"
3557822,107,"None of these","After trip to NZ"
3557732,119,"None of these","Planning trip to NZ"
3557852,144,"None of these","Planning trip to NZ"
3557822,106,"None of these","During trip to NZ"
3557822,105,"None of these","Planning trip to NZ"
3557764,109,"None of these","During trip to NZ"
3557854,102,"Google+","During trip to NZ"
3557861,100,"None of these","During trip to NZ"
3557854,100,"Google+","Planning trip to NZ"
3557823,181,"Google+","Planning trip to NZ"
3557861,99,"None of these","Planning trip to NZ"
3557817,107,"None of these","After trip to NZ"
3557854,103,"None of these","After trip to NZ"
3557823,183,"Google+","During trip to NZ"
3557823,184,"Google+","After trip to NZ"
3557783,163,"Facebook","Planning trip to NZ"
3557783,166,"Google+","Planning trip to NZ"
3557783,165,"Pinterest","Planning trip to NZ"
3557783,168,"Instagram","During trip to NZ"
3557783,167,"Facebook","During trip to NZ"
3557783,170,"Google+","During trip to NZ"
3557819,157,"None of these","After trip to NZ"
3557824,133,"None of these","During trip to NZ"
3557825,133,"Google+","During trip to NZ"
3557783,169,"Pinterest","During trip to NZ"
3557819,156,"Google+","During trip to NZ"
3557824,134,"None of these","After trip to NZ"
3557825,132,"Facebook","During trip to NZ"
3557819,155,"Google+","Planning trip to NZ"
3557825,131,"None of these","Planning trip to NZ"
3557817,106,"None of these","During trip to NZ"
3557854,101,"Facebook","During trip to NZ"
3557823,182,"Facebook","During trip to NZ"
3557861,101,"None of these","After trip to NZ"
3557783,164,"Instagram","Planning trip to NZ"
3557783,171,"Facebook","After trip to NZ"
3557824,132,"None of these","Planning trip to NZ"
3557825,134,"Facebook","After trip to NZ"
3557844,102,"None of these","During trip to NZ"
3557879,137,"Wechat","During trip to NZ"
3557800,154,"Facebook","During trip to NZ"
3557884,109,"None of these","After trip to NZ"
3557838,105,"None of these","During trip to NZ"
3557846,209,"Instagram","During trip to NZ"
3557838,106,"None of these","After trip to NZ"
3557879,138,"Wechat","After trip to NZ"
3557846,208,"Facebook","During trip to NZ"
3557846,210,"None of these","After trip to NZ"
3557844,103,"None of these","After trip to NZ"
3557884,108,"None of these","During trip to NZ"
3557844,101,"None of these","Planning trip to NZ"
3557846,207,"None of these","Planning trip to NZ"
3557904,108,"None of these","During trip to NZ"
3557884,107,"None of these","Planning trip to NZ"
3557867,107,"Facebook","During trip to NZ"
3557867,108,"Facebook","After trip to NZ"
3557904,109,"Facebook","After trip to NZ"
3557800,155,"Facebook","After trip to NZ"
3557869,184,"Facebook","During trip to NZ"
3557858,162,"None of these","After trip to NZ"
3557909,141,"Facebook","After trip to NZ"
3557869,185,"Instagram","During trip to NZ"
3557815,137,"None of these","During trip to NZ"
3557867,106,"Facebook","Planning trip to NZ"
3557858,160,"Facebook","Planning trip to NZ"
3557909,139,"None of these","Planning trip to NZ"
3557815,138,"None of these","After trip to NZ"
3557894,144,"Google+","During trip to NZ"
3557879,136,"Wechat","Planning trip to NZ"
3557800,153,"Facebook","Planning trip to NZ"
3557838,104,"None of these","Planning trip to NZ"
3557858,161,"None of these","During trip to NZ"
3557909,140,"None of these","During trip to NZ"
3557816,101,"None of these","Planning trip to NZ"
3557911,122,"Instagram","Planning trip to NZ"
3557911,123,"Instagram","During trip to NZ"
3557869,186,"None of these","After trip to NZ"
3557904,107,"None of these","Planning trip to NZ"
3557894,143,"Wechat","Planning trip to NZ"
3557869,183,"None of these","Planning trip to NZ"
3557894,146,"Wechat","After trip to NZ"
3557872,128,"Twitter","Planning trip to NZ"
3557911,125,"Instagram","After trip to NZ"
3557912,124,"None of these","After trip to NZ"
3557816,103,"Facebook","After trip to NZ"
3557872,129,"Twitter","During trip to NZ"
3557833,117,"None of these","Planning trip to NZ"
3557918,110,"Google+","Planning trip to NZ"
3557944,118,"Instagram","Planning trip to NZ"
3557894,145,"Wechat","During trip to NZ"
3557889,210,"Facebook","Planning trip to NZ"
3557815,136,"None of these","Planning trip to NZ"
3557847,144,"Google+","Planning trip to NZ"
3557912,122,"None of these","Planning trip to NZ"
3557911,124,"Facebook","After trip to NZ"
3557816,102,"Facebook","During trip to NZ"
3557891,163,"None of these","Planning trip to NZ"
3557833,119,"None of these","After trip to NZ"
3557847,146,"Facebook","After trip to NZ"
3557918,111,"Facebook","During trip to NZ"
3557918,114,"Facebook","After trip to NZ"
3557944,119,"Instagram","During trip to NZ"
3557912,123,"None of these","During trip to NZ"
3557889,212,"Facebook","After trip to NZ"
3557872,130,"Twitter","After trip to NZ"
3557891,164,"None of these","During trip to NZ"
3557907,105,"Facebook","Planning trip to NZ"
3557929,152,"Wechat","During trip to NZ"
3557850,140,"Facebook","During trip to NZ"
3557889,211,"Facebook","During trip to NZ"
3557833,118,"None of these","During trip to NZ"
3557918,113,"Google+","During trip to NZ"
3557847,145,"Facebook","During trip to NZ"
3557929,151,"Weibu","During trip to NZ"
3557891,165,"None of these","After trip to NZ"
3557918,112,"Instagram","During trip to NZ"
3557918,115,"Instagram","After trip to NZ"
3557951,126,"Facebook","During trip to NZ"
3557944,120,"Instagram","After trip to NZ"
3557850,139,"Google+","Planning trip to NZ"
3557951,125,"None of these","Planning trip to NZ"
3557864,144,"Facebook","After trip to NZ"
3557850,141,"Google+","After trip to NZ"
3557929,150,"Wechat","Planning trip to NZ"
3557907,106,"Facebook","During trip to NZ"
3557907,107,"None of these","After trip to NZ"
3557929,153,"Weibu","After trip to NZ"
3557929,154,"Wechat","After trip to NZ"
3557922,129,"None of these","Planning trip to NZ"
3557864,142,"Facebook","Planning trip to NZ"
3557953,158,"None of these","Planning trip to NZ"
3557951,127,"Facebook","After trip to NZ"
3557864,143,"Facebook","During trip to NZ"
3557938,119,"None of these","Planning trip to NZ"
3557953,161,"Instagram","After trip to NZ"
3557865,140,"Wechat","Planning trip to NZ"
3557922,131,"Facebook","After trip to NZ"
3557938,120,"None of these","During trip to NZ"
3557953,159,"None of these","During trip to NZ"
3557922,130,"Facebook","During trip to NZ"
3557952,127,"None of these","Planning trip to NZ"
3557953,160,"Facebook","After trip to NZ"
3557865,142,"Wechat","After trip to NZ"
3557938,121,"None of these","After trip to NZ"
3557865,141,"Wechat","During trip to NZ"
3557952,128,"Facebook","During trip to NZ"
3557952,129,"Facebook","After trip to NZ"
3557866,169,"Google+","Planning trip to NZ"
3557960,143,"Google+","Planning trip to NZ"
3557940,112,"None of these","Planning trip to NZ"
3557971,104,"None of these","Planning trip to NZ"
3557956,166,"Facebook","Planning trip to NZ"
3557940,114,"None of these","After trip to NZ"
3557866,170,"Google+","During trip to NZ"
3557959,177,"None of these","During trip to NZ"
3557959,176,"None of these","Planning trip to NZ"
3557960,144,"None of these","During trip to NZ"
3557960,145,"None of these","After trip to NZ"
3557940,113,"None of these","During trip to NZ"
3557956,167,"Google+","Planning trip to NZ"
3557959,178,"None of these","After trip to NZ"
3557956,169,"Google+","During trip to NZ"
3557971,105,"Pinterest","During trip to NZ"
3557956,168,"Facebook","During trip to NZ"
3557866,171,"None of these","After trip to NZ"
3557956,170,"Facebook","After trip to NZ"
3557971,106,"None of these","After trip to NZ"
3557957,144,"Facebook","During trip to NZ"
3557974,129,"Weibu","After trip to NZ"
3557883,155,"Instagram","Planning trip to NZ"
3557880,167,"None of these","Planning trip to NZ"
3557957,143,"Facebook","Planning trip to NZ"
3557970,195,"Facebook","Planning trip to NZ"
3557974,127,"Weibu","Planning trip to NZ"
3557883,154,"Facebook","Planning trip to NZ"
3557883,157,"Instagram","During trip to NZ"
3557880,169,"None of these","After trip to NZ"
3557994,115,"None of these","Planning trip to NZ"
3557970,197,"None of these","After trip to NZ"
3557883,159,"Instagram","After trip to NZ"
3557880,168,"Facebook","During trip to NZ"
3557957,145,"Facebook","After trip to NZ"
3557974,128,"Weibu","During trip to NZ"
3557970,196,"None of these","During trip to NZ"
3557883,156,"Facebook","During trip to NZ"
3557883,158,"Facebook","After trip to NZ"
3557994,116,"None of these","During trip to NZ"
3557897,164,"None of these","Planning trip to NZ"
3557897,167,"Instagram","During trip to NZ"
3557897,165,"Twitter","During trip to NZ"
3557897,168,"Pinterest","During trip to NZ"
3557897,166,"Weibu","During trip to NZ"
3557996,121,"Google+","During trip to NZ"
3557991,134,"Pinterest","Planning trip to NZ"
3557986,133,"None of these","Planning trip to NZ"
3557996,120,"Google+","Planning trip to NZ"
3557994,117,"None of these","After trip to NZ"
3557991,136,"Instagram","During trip to NZ"
3557897,170,"Wechat","During trip to NZ"
3557996,122,"Google+","After trip to NZ"
3557991,137,"None of these","After trip to NZ"
3557991,135,"Google+","Planning trip to NZ"
3557897,171,"Twitter","After trip to NZ"
3557897,169,"Google+","During trip to NZ"
3558005,133,"Wechat","Planning trip to NZ"
3557897,172,"Weibu","After trip to NZ"
3557897,175,"Google+","After trip to NZ"
3557986,134,"None of these","During trip to NZ"
3557897,174,"Pinterest","After trip to NZ"
3557897,173,"Instagram","After trip to NZ"
3557897,176,"Wechat","After trip to NZ"
3557898,150,"Wechat","Planning trip to NZ"
3557995,130,"Facebook","Planning trip to NZ"
3557986,135,"None of these","After trip to NZ"
3557898,152,"Instagram","During trip to NZ"
3558005,134,"Wechat","During trip to NZ"
3557898,151,"Twitter","During trip to NZ"
3557898,154,"Wechat","After trip to NZ"
3557898,153,"Wechat","During trip to NZ"
3557916,146,"Wechat","Planning trip to NZ"
3558006,174,"Facebook","Planning trip to NZ"
3558006,176,"Google+","Planning trip to NZ"
3557932,168,"Instagram","Planning trip to NZ"
3558006,175,"Instagram","Planning trip to NZ"
3557932,167,"Facebook","Planning trip to NZ"
3558005,135,"Wechat","After trip to NZ"
3557995,131,"Facebook","During trip to NZ"
3557932,169,"Facebook","During trip to NZ"
3557916,148,"Wechat","After trip to NZ"
3557916,147,"Wechat","During trip to NZ"
3557995,132,"Facebook","After trip to NZ"
3557932,170,"Instagram","During trip to NZ"
3558006,178,"Instagram","During trip to NZ"
3558006,181,"Instagram","After trip to NZ"
3558002,153,"Facebook","During trip to NZ"
3558006,182,"Google+","After trip to NZ"
3558002,156,"Instagram","After trip to NZ"
3558010,139,"Google+","During trip to NZ"
3557933,158,"Facebook","During trip to NZ"
3558010,138,"Weibu","During trip to NZ"
3558006,177,"Facebook","During trip to NZ"
3558010,142,"Wechat","After trip to NZ"
3558006,180,"Facebook","After trip to NZ"
3557932,171,"Facebook","After trip to NZ"
3558008,156,"Facebook","After trip to NZ"
3558002,152,"Instagram","Planning trip to NZ"
3558002,151,"Facebook","Planning trip to NZ"
3558010,136,"Weibu","Planning trip to NZ"
3557933,161,"Facebook","After trip to NZ"
3558008,155,"Facebook","During trip to NZ"
3557933,157,"None of these","Planning trip to NZ"
3558006,179,"Google+","During trip to NZ"
3558012,152,"None of these","Planning trip to NZ"
3558012,154,"None of these","After trip to NZ"
3558002,155,"Facebook","After trip to NZ"
3558023,159,"Facebook","During trip to NZ"
3558023,160,"Instagram","During trip to NZ"
3558002,154,"Instagram","During trip to NZ"
3557933,160,"Wechat","During trip to NZ"
3558010,140,"Wechat","During trip to NZ"
3558010,137,"Wechat","Planning trip to NZ"
3558023,158,"None of these","Planning trip to NZ"
3557933,159,"Instagram","During trip to NZ"
3558010,141,"Weibu","After trip to NZ"
3557933,162,"Instagram","After trip to NZ"
3558012,153,"None of these","During trip to NZ"
3558008,154,"None of these","Planning trip to NZ"
3558023,161,"Pinterest","During trip to NZ"
3558018,134,"None of these","Planning trip to NZ"
3557949,113,"Google+","Planning trip to NZ"
3558072,213,"None of these","Planning trip to NZ"
3558019,124,"None of these","Planning trip to NZ"
3558023,162,"Google+","During trip to NZ"
3558024,201,"None of these","Planning trip to NZ"
3558018,135,"Facebook","During trip to NZ"
3557949,115,"None of these","After trip to NZ"
3558024,202,"Facebook","During trip to NZ"
3558023,163,"None of these","After trip to NZ"
3558024,203,"Facebook","After trip to NZ"
3558020,120,"None of these","Planning trip to NZ"
3557949,114,"None of these","During trip to NZ"
3558072,215,"Instagram","After trip to NZ"
3558019,127,"Facebook","After trip to NZ"
3558072,214,"Instagram","During trip to NZ"
3558020,121,"Google+","During trip to NZ"
3558073,201,"Facebook","Planning trip to NZ"
3557965,109,"Twitter","Planning trip to NZ"
3557964,122,"Wechat","During trip to NZ"
3558018,136,"Facebook","After trip to NZ"
3558019,126,"Wechat","During trip to NZ"
3557964,121,"Wechat","Planning trip to NZ"
3558028,150,"Facebook","Planning trip to NZ"
3558019,125,"Facebook","During trip to NZ"
3558038,134,"Facebook","After trip to NZ"
3558073,204,"Instagram","After trip to NZ"
3558038,131,"Facebook","Planning trip to NZ"
